og_coord,closest_coord,dist
"(3288.0, 2555.0)","(3289.0, 2550.0)",5.099
"(3289.0, 2550.0)","(3288.0, 2555.0)",5.099
"(3853.0, 2268.0)","(3848.0, 2263.0)",7.071
"(3457.0, 3890.0)","(3456.0, 3897.0)",7.071
"(3848.0, 2263.0)","(3853.0, 2268.0)",7.071
"(3456.0, 3897.0)","(3457.0, 3890.0)",7.071
"(3974.0, 2401.0)","(3974.0, 2393.0)",8.0
"(3974.0, 2393.0)","(3974.0, 2401.0)",8.0
"(2803.0, 4467.0)","(2795.0, 4473.0)",10.0
"(2795.0, 4473.0)","(2803.0, 4467.0)",10.0
"(3372.0, 3560.0)","(3362.0, 3555.0)",11.18
"(3362.0, 3555.0)","(3372.0, 3560.0)",11.18
"(1292.0, 9099.0)","(1295.0, 9088.0)",11.402
"(1295.0, 9088.0)","(1292.0, 9099.0)",11.402
"(3577.0, 5127.0)","(3564.0, 5130.0)",13.342
"(3564.0, 5130.0)","(3577.0, 5127.0)",13.342
"(4777.0, 2240.0)","(4764.0, 2244.0)",13.601
"(4764.0, 2244.0)","(4777.0, 2240.0)",13.601
"(3520.0, 3886.0)","(3534.0, 3879.0)",15.652
"(3534.0, 3879.0)","(3520.0, 3886.0)",15.652
"(3072.0, 4201.0)","(3087.0, 4194.0)",16.553
"(3087.0, 4194.0)","(3072.0, 4201.0)",16.553
"(3672.0, 3394.0)","(3683.0, 3407.0)",17.029
"(3683.0, 3407.0)","(3672.0, 3394.0)",17.029
"(2511.0, 4911.0)","(2495.0, 4917.0)",17.088
"(2495.0, 4917.0)","(2511.0, 4911.0)",17.088
"(1097.0, 9072.0)","(1081.0, 9079.0)",17.464
"(1081.0, 9079.0)","(1097.0, 9072.0)",17.464
"(3892.0, 3677.0)","(3909.0, 3682.0)",17.72
"(3909.0, 3682.0)","(3892.0, 3677.0)",17.72
"(3680.0, 2398.0)","(3698.0, 2398.0)",18.0
"(3698.0, 2398.0)","(3680.0, 2398.0)",18.0
"(2868.0, 4373.0)","(2851.0, 4380.0)",18.385
"(2851.0, 4380.0)","(2868.0, 4373.0)",18.385
"(4021.0, 3383.0)","(4038.0, 3375.0)",18.788
"(4038.0, 3375.0)","(4021.0, 3383.0)",18.788
"(1287.0, 9071.0)","(1295.0, 9088.0)",18.788
"(3290.0, 2690.0)","(3309.0, 2689.0)",19.026
