radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,0.14814814814814814,0.09918886245355926,1.4935966043315787,81
100,0.13414634146341464,0.1489586600561572,0.9005608765065533,82
160,0.20987654320987653,0.21516100039263597,0.9754395212277499,81
160,0.3048780487804878,0.29870335018352995,1.0206716750688065,82
220,0.3333333333333333,0.3496835858519549,0.9532427223348602,81
220,0.36585365853658536,0.43290028969050404,0.8451222307985686,82
280,0.4074074074074074,0.48046920309369856,0.8479365686377967,81
280,0.4634146341463415,0.5344785319370462,0.8670406881766488,82
340,0.4691358024691358,0.5867676231146737,0.7995257133971948,81
340,0.573170731707317,0.6167562037966114,0.9293311168643427,82
400,0.5185185185185185,0.6658010342515447,0.7787889952760546,81
400,0.6341463414634146,0.6839103262710547,0.9272360967570519,82
460,0.6296296296296297,0.7260877143396489,0.8671536746800014,81
460,0.7073170731707317,0.733895498180759,0.9637844555854176,82
520,0.7037037037037037,0.7753916142411144,0.9075461879897005,81
520,0.7926829268292683,0.776341673384622,1.0210490483827865,82
580,0.8292682926829268,0.8159285737472297,1.0163491258486428,82
580,0.7283950617283951,0.8144626500633407,0.8943259235665967,81
640,0.8536585365853658,0.8529094794537391,1.000878237550023,82
640,0.7901234567901234,0.8488308069754811,0.9308373945633037,81
700,0.8888888888888888,0.8794216775997556,1.0107652694154328,81
700,0.8658536585365854,0.8856651892333798,0.9776309028088334,82
