og_coord,closest_coord,dist
"(1871.0, 7452.0)","(1874.0, 7448.0)",5.0
"(1874.0, 7448.0)","(1871.0, 7452.0)",5.0
"(2755.0, 4495.0)","(2752.0, 4491.0)",5.0
"(2752.0, 4491.0)","(2755.0, 4495.0)",5.0
"(4355.0, 1476.0)","(4354.0, 1482.0)",6.083
"(4354.0, 1482.0)","(4355.0, 1476.0)",6.083
"(3566.0, 3328.0)","(3560.0, 3331.0)",6.708
"(3560.0, 3331.0)","(3566.0, 3328.0)",6.708
"(3159.0, 3259.0)","(3156.0, 3251.0)",8.544
"(3156.0, 3251.0)","(3159.0, 3259.0)",8.544
"(1958.0, 6089.0)","(1955.0, 6079.0)",10.44
"(1955.0, 6079.0)","(1958.0, 6089.0)",10.44
"(3388.0, 3587.0)","(3397.0, 3581.0)",10.817
"(3397.0, 3581.0)","(3388.0, 3587.0)",10.817
"(2352.0, 5701.0)","(2360.0, 5709.0)",11.314
"(2360.0, 5709.0)","(2352.0, 5701.0)",11.314
"(3257.0, 4757.0)","(3260.0, 4746.0)",11.402
"(3260.0, 4746.0)","(3257.0, 4757.0)",11.402
"(1862.0, 6080.0)","(1851.0, 6076.0)",11.705
"(1851.0, 6076.0)","(1862.0, 6080.0)",11.705
"(2949.0, 4944.0)","(2949.0, 4956.0)",12.0
"(2949.0, 4956.0)","(2949.0, 4944.0)",12.0
"(2631.0, 4778.0)","(2624.0, 4791.0)",14.765
"(2624.0, 4791.0)","(2631.0, 4778.0)",14.765
"(1131.0, 8758.0)","(1143.0, 8748.0)",15.62
"(1143.0, 8748.0)","(1131.0, 8758.0)",15.62
"(3865.0, 3697.0)","(3878.0, 3706.0)",15.811
"(3878.0, 3706.0)","(3865.0, 3697.0)",15.811
"(1779.0, 9124.0)","(1779.0, 9108.0)",16.0
"(1779.0, 9108.0)","(1779.0, 9124.0)",16.0
"(858.0, 8898.0)","(868.0, 8885.0)",16.401
"(868.0, 8885.0)","(858.0, 8898.0)",16.401
"(3972.0, 4336.0)","(3963.0, 4350.0)",16.643
"(3963.0, 4350.0)","(3972.0, 4336.0)",16.643
"(1808.0, 6454.0)","(1792.0, 6461.0)",17.464
"(3906.0, 2700.0)","(3923.0, 2704.0)",17.464
