cluster_id,cluster_size,cluster_area
0,44,1119560.5
1,19,291619.0
2,2,6629.0
3,16,167709.0
4,2,6636.0
5,25,524644.0
6,15,164079.5
7,5,30407.0
8,6,37988.5
9,5,23952.0
10,13,95835.5
11,2,6622.0
12,3,10452.0
13,15,189635.5
14,3,12326.0
15,8,47620.5
16,2,6292.0
17,5,27512.5
18,19,241996.0
19,4,18907.0
20,3,11936.0
21,10,78210.0
22,7,48914.0
23,15,205152.0
24,2,6455.0
25,15,217475.5
26,8,67575.0
27,11,107638.5
28,17,235807.5
29,14,180195.5
30,6,40413.0
31,2,6142.0
32,4,16648.0
33,5,27034.0
34,2,5923.0
35,3,9689.0
36,13,161074.5
37,4,16754.5
38,6,31194.0
39,5,26606.5
40,2,6151.0
41,2,6429.0
42,4,15225.5
43,8,55156.0
44,2,5900.0
45,5,21393.0
46,3,9554.0
47,5,26143.0
48,15,177441.5
49,2,6046.0
50,3,10946.0
51,3,11513.0
52,4,14734.5
53,17,223209.0
54,5,23373.5
55,3,11514.5
56,4,18102.0
57,3,10656.5
58,24,413088.0
59,6,31091.5
60,10,72575.0
61,3,10590.0
62,2,6216.0
63,2,5668.0
64,1,2212.0
65,4,15181.0
66,2,5212.0
67,2,5748.0
68,1,2212.0
69,2,5686.0
70,1,2212.0
71,2,5684.0
72,3,10628.0
73,2,5340.0
74,2,5689.0
75,1,2212.0
76,1,2212.0
77,8,44272.0
78,3,12255.0
79,1,2212.0
80,12,94445.0
81,1,2212.0
82,3,9796.0
83,13,133358.5
84,1,2212.0
85,2,5283.0
86,2,5650.0
87,1,2212.0
88,3,11104.0
89,1,2212.0
90,1,2212.0
91,1,2212.0
92,2,5426.0
93,1,2212.0
94,1,2212.0
95,1,2212.0
96,6,31141.5
97,1,2212.0
98,2,5262.0
99,1,2212.0
100,4,15958.5
101,4,13851.5
102,1,2212.0
103,1,2212.0
104,1,2212.0
105,1,2212.0
106,1,2212.0
107,3,10967.0
108,6,25376.0
109,3,9473.0
110,6,33103.5
111,1,2212.0
112,10,86357.0
113,4,16679.5
114,6,34074.5
115,3,9444.5
116,1,2212.0
117,1,2212.0
118,4,20427.0
119,1,2212.0
120,28,557750.5
121,1,2212.0
122,2,5555.0
123,1,2212.0
124,1,2212.0
