og_centroid,closest_centroid,dist,cluster_id
"(1410.0, 1994.667)","(1404.25, 1881.5)",113.313,79.0
"(1404.25, 1881.5)","(1410.0, 1994.667)",113.313,73.0
"(2106.333, 3466.333)","(2263.333, 3382.0)",178.216,20.0
"(2263.333, 3382.0)","(2106.333, 3466.333)",178.216,50.0
"(681.333, 2785.333)","(885.25, 2842.25)",211.711,28.0
"(885.25, 2842.25)","(681.333, 2785.333)",211.711,34.0
"(90.5, 3344.5)","(316.667, 3219.333)",258.492,17.0
"(316.667, 3219.333)","(90.5, 3344.5)",258.492,49.0
"(2598.333, 1079.333)","(2335.333, 1112.0)",265.021,4.0
"(2335.333, 1112.0)","(2598.333, 1079.333)",265.021,40.0
"(3503.0, 3057.333)","(3783.667, 3028.0)",282.196,57.0
"(3783.667, 3028.0)","(3503.0, 3057.333)",282.196,55.0
"(2321.0, 92.0)","(2025.333, 122.667)",297.253,1.0
"(2025.333, 122.667)","(2321.0, 92.0)",297.253,45.0
"(1819.0, 390.667)","(2025.333, 122.667)",338.227,7.0
"(198.0, 776.0)","(539.333, 888.667)",359.447,75.0
"(539.333, 888.667)","(198.0, 776.0)",359.447,123.0
"(1574.667, 125.0)","(1819.0, 390.667)",360.94,170.0
"(1301.75, 2918.5)","(885.25, 2842.25)",423.422,26.0
"(2567.0, 442.0)","(2321.0, 92.0)",427.804,21.0
"(1179.5, 2457.25)","(1301.75, 2918.5)",477.176,108.0
"(3067.333, 1691.333)","(2585.333, 1804.667)",495.145,86.0
"(2585.333, 1804.667)","(3067.333, 1691.333)",495.145,99.0
"(3481.333, 2529.0)","(3503.0, 3057.333)",528.777,9.0
"(1520.667, 3406.667)","(1301.75, 2918.5)",535.006,29.0
"(2545.0, 2386.333)","(2585.333, 1804.667)",583.063,76.0
"(1549.0, 928.0)","(1819.0, 390.667)",601.354,14.0
"(149.667, 2116.0)","(681.333, 2785.333)",854.796,47.0
