og_coord,closest_coord,dist
"(999, 895)","(999.0, 895.0)",0.0
"(1669, 3056)","(1669.0, 3056.0)",0.0
"(2109, 2508)","(2109.0, 2508.0)",0.0
"(3422, 2296)","(3422.0, 2296.0)",0.0
"(70, 3635)","(70.0, 3635.0)",0.0
"(3160, 920)","(3160.0, 920.0)",0.0
"(732, 3571)","(732.0, 3571.0)",0.0
"(2951, 1144)","(2951.0, 1144.0)",0.0
"(1903, 945)","(1903.0, 945.0)",0.0
"(2252, 33)","(2252.0, 33.0)",0.0
"(1600, 624)","(1600.0, 624.0)",0.0
"(527, 1087)","(527.0, 1087.0)",0.0
"(3194, 3549)","(3194.0, 3549.0)",0.0
"(2296, 172)","(2296.0, 172.0)",0.0
"(3090, 2048)","(3090.0, 2048.0)",0.0
"(860, 3560)","(860.0, 3560.0)",0.0
"(1419, 997)","(1419.0, 997.0)",0.0
"(2811, 3680)","(2811.0, 3680.0)",0.0
"(90, 2216)","(90.0, 2216.0)",0.0
"(2570, 2923)","(2570.0, 2923.0)",0.0
"(1472, 3559)","(1472.0, 3559.0)",0.0
"(2190, 677)","(2190.0, 677.0)",0.0
"(2005, 3636)","(2005.0, 3636.0)",0.0
"(2817, 1677)","(2817.0, 1677.0)",0.0
"(1752, 1653)","(1752.0, 1653.0)",0.0
"(2871, 87)","(2871.0, 87.0)",0.0
"(2404, 33)","(2404.0, 33.0)",0.0
"(3349, 1367)","(3349.0, 1367.0)",0.0
"(2423, 3335)","(2423.0, 3335.0)",0.0
"(139, 352)","(139.0, 352.0)",0.0
"(181, 2526)","(181.0, 2526.0)",0.0
"(3280, 1863)","(3280.0, 1863.0)",0.0
"(2515, 2588)","(2515.0, 2588.0)",0.0
"(2308, 1415)","(2308.0, 1415.0)",0.0
"(558, 3609)","(558.0, 3609.0)",0.0
"(1460, 1385)","(1460.0, 1385.0)",0.0
"(2091, 3743)","(2091.0, 3743.0)",0.0
"(1564, 3486)","(1564.0, 3486.0)",0.0
"(3299, 2024)","(3299.0, 2024.0)",0.0
"(3513, 417)","(3513.0, 417.0)",0.0
"(2249, 779)","(2249.0, 779.0)",0.0
"(620, 171)","(620.0, 171.0)",0.0
"(163, 495)","(163.0, 495.0)",0.0
"(2442, 1612)","(2442.0, 1612.0)",0.0
"(802, 1045)","(802.0, 1045.0)",0.0
"(1036, 3446)","(1036.0, 3446.0)",0.0
"(2890, 3769)","(2890.0, 3769.0)",0.0
"(3026, 3244)","(3026.0, 3244.0)",0.0
"(797, 110)","(797.0, 110.0)",0.0
"(2442, 3496)","(2442.0, 3496.0)",0.0
"(1276, 1582)","(1276.0, 1582.0)",0.0
"(224, 2459)","(224.0, 2459.0)",0.0
"(2524, 3653)","(2524.0, 3653.0)",0.0
"(232, 2496)","(232.0, 2496.0)",0.0
"(2565, 447)","(2565.0, 447.0)",0.0
"(2505, 284)","(2505.0, 284.0)",0.0
"(2971, 3786)","(2971.0, 3786.0)",0.0
"(2348, 2514)","(2348.0, 2514.0)",0.0
"(1289, 3527)","(1289.0, 3527.0)",0.0
"(1502, 1035)","(1502.0, 1035.0)",0.0
"(2020, 1522)","(2020.0, 1522.0)",0.0
"(2597, 3165)","(2597.0, 3165.0)",0.0
"(3431, 2281)","(3431.0, 2281.0)",0.0
"(233, 2206)","(233.0, 2206.0)",0.0
"(3045, 3773)","(3045.0, 3773.0)",0.0
"(2955, 1683)","(2955.0, 1683.0)",0.0
"(274, 382)","(274.0, 382.0)",0.0
"(1785, 2503)","(1785.0, 2503.0)",0.0
"(2242, 2642)","(2242.0, 2642.0)",0.0
"(3396, 87)","(3396.0, 87.0)",0.0
"(3215, 3111)","(3215.0, 3111.0)",0.0
"(3293, 3487)","(3293.0, 3487.0)",0.0
"(1966, 1470)","(1966.0, 1470.0)",0.0
"(2018, 1625)","(2018.0, 1625.0)",0.0
"(1312, 3254)","(1312.0, 3254.0)",0.0
"(980, 3640)","(980.0, 3640.0)",0.0
"(2671, 1483)","(2671.0, 1483.0)",0.0
"(3110, 3304)","(3110.0, 3304.0)",0.0
