radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,0.14814814814814814,0.09918886245355926,1.4935966043315787,81
160,0.25925925925925924,0.21516100039263597,1.2049547026931027,81
220,0.35802469135802467,0.3496835858519549,1.0238532943596648,81
280,0.4567901234567901,0.48046920309369856,0.9507167587757114,81
340,0.5802469135802469,0.5867676231146737,0.9888870665702146,81
400,0.6172839506172839,0.6658010342515447,0.9271297562810173,81
460,0.7283950617283951,0.7260877143396489,1.0031777805121584,81
520,0.8024691358024691,0.7753916142411144,1.0349210915672022,81
580,0.8395061728395061,0.8144626500633407,1.0307485220767554,81
640,0.8765432098765432,0.8488308069754811,1.032647734593665,81
700,0.8888888888888888,0.8794216775997556,1.0107652694154328,81
100,0.07317073170731707,0.13773659039935082,0.5312366996683108,82
160,0.17073170731707318,0.2912103229697974,0.5862831563659249,82
220,0.23170731707317074,0.4488581129916332,0.5162150585378632,82
280,0.34146341463414637,0.5751968193798006,0.5936462148770666,82
340,0.4268292682926829,0.659851396552481,0.6468566566998775,82
400,0.524390243902439,0.7157320352155255,0.7326628096848166,82
460,0.573170731707317,0.7629203046833126,0.7512851974037309,82
520,0.6097560975609756,0.7968896917583592,0.7651700152069125,82
580,0.6463414634146342,0.8266965309849884,0.781836428712885,82
640,0.7317073170731707,0.8581196079319221,0.852686863590722,82
700,0.8170731707317073,0.8859400413091367,0.9222668946358196,82
