og_coord,starfish_coord,dist
"(3303, 408)","(3308.0, 413.0)",7.071
"(2669, 274)","(2677.0, 276.0)",8.246
"(1240, 3376)","(1249.0, 3379.0)",9.487
"(2873, 2423)","(2883.0, 2424.0)",10.05
"(446, 3484)","(438.0, 3477.0)",10.63
"(1533, 3361)","(1537.0, 3371.0)",10.77
"(3180, 3530)","(3187.0, 3540.0)",12.207
"(554, 3063)","(563.0, 3054.0)",12.728
"(479, 3594)","(471.0, 3583.0)",13.601
"(669, 1327)","(670.0, 1341.0)",14.036
"(574, 3260)","(577.0, 3274.0)",14.318
"(484, 3577)","(471.0, 3583.0)",14.318
"(1805, 1684)","(1805.0, 1669.0)",15.0
"(2875, 246)","(2881.0, 232.0)",15.232
"(1235, 1481)","(1221.0, 1488.0)",15.652
"(3429, 1184)","(3412.0, 1186.0)",17.117
"(564, 2408)","(581.0, 2411.0)",17.263
"(3521, 348)","(3528.0, 332.0)",17.464
"(3332, 2483)","(3348.0, 2473.0)",18.868
"(1927, 2787)","(1929.0, 2806.0)",19.105
"(1809, 977)","(1806.0, 996.0)",19.235
"(560, 2039)","(571.0, 2023.0)",19.416
"(2132, 1847)","(2143.0, 1864.0)",20.248
"(1438, 2247)","(1435.0, 2226.0)",21.213
"(385, 3190)","(404.0, 3200.0)",21.471
"(1882, 1835)","(1904.0, 1835.0)",22.0
"(438, 3004)","(460.0, 3010.0)",22.804
"(534, 1607)","(520.0, 1589.0)",22.804
"(3459, 1855)","(3453.0, 1877.0)",22.804
"(2644, 1569)","(2663.0, 1555.0)",23.601
"(3219, 3621)","(3239.0, 3608.0)",23.854
"(2376, 3228)","(2388.0, 3207.0)",24.187
"(1586, 464)","(1561.0, 463.0)",25.02
"(1951, 3174)","(1976.0, 3177.0)",25.179
"(2678, 1971)","(2703.0, 1968.0)",25.179
"(204, 400)","(194.0, 375.0)",26.926
"(3327, 2504)","(3304.0, 2490.0)",26.926
"(1471, 1166)","(1498.0, 1166.0)",27.0
"(3340, 2303)","(3315.0, 2314.0)",27.313
"(2507, 1806)","(2527.0, 1825.0)",27.586
"(1054, 100)","(1064.0, 74.0)",27.857
"(2495, 1852)","(2468.0, 1845.0)",27.893
"(2732, 1513)","(2724.0, 1540.0)",28.16
"(873, 217)","(860.0, 191.0)",29.069
"(125, 641)","(125.0, 671.0)",30.0
"(2241, 864)","(2211.0, 857.0)",30.806
"(2867, 3491)","(2898.0, 3489.0)",31.064
"(343, 3538)","(321.0, 3516.0)",31.113
"(1613, 847)","(1588.0, 866.0)",31.401
"(3275, 26)","(3306.0, 19.0)",31.78
"(483, 3393)","(459.0, 3372.0)",31.89
"(1228, 1562)","(1245.0, 1589.0)",31.906
"(3371, 365)","(3370.0, 397.0)",32.016
"(2415, 1647)","(2447.0, 1650.0)",32.14
"(2649, 1911)","(2660.0, 1942.0)",32.894
"(2697, 2393)","(2705.0, 2425.0)",32.985
"(3200, 1281)","(3190.0, 1249.0)",33.526
"(3098, 324)","(3090.0, 291.0)",33.956
"(1147, 2110)","(1179.0, 2097.0)",34.54
"(1714, 1476)","(1706.0, 1510.0)",34.928
"(1308, 2141)","(1272.0, 2144.0)",36.125
"(3297, 54)","(3306.0, 19.0)",36.139
"(826, 896)","(794.0, 913.0)",36.235
"(812, 1099)","(783.0, 1077.0)",36.401
"(883, 2371)","(847.0, 2363.0)",36.878
"(672, 1253)","(641.0, 1273.0)",36.892
"(2715, 3240)","(2692.0, 3269.0)",37.014
"(2618, 1038)","(2615.0, 1001.0)",37.121
"(1872, 1816)","(1904.0, 1835.0)",37.216
"(1771, 741)","(1736.0, 754.0)",37.336
"(2137, 626)","(2100.0, 620.0)",37.483
"(3377, 3550)","(3350.0, 3524.0)",37.483
"(2723, 563)","(2707.0, 529.0)",37.577
"(1085, 1067)","(1106.0, 1035.0)",38.275
"(400, 3642)","(375.0, 3671.0)",38.288
"(2078, 131)","(2116.0, 138.0)",38.639
"(3155, 3757)","(3117.0, 3748.0)",39.051
"(1621, 586)","(1612.0, 624.0)",39.051
"(2001, 555)","(1970.0, 531.0)",39.205
"(2553, 3496)","(2566.0, 3533.0)",39.217
"(277, 3603)","(263.0, 3566.0)",39.56
"(1336, 3460)","(1362.0, 3430.0)",39.699
"(570, 2943)","(587.0, 2979.0)",39.812
"(2404, 643)","(2404.0, 684.0)",41.0
"(546, 2979)","(587.0, 2979.0)",41.0
"(3310, 372)","(3308.0, 413.0)",41.049
"(3153, 1229)","(3190.0, 1249.0)",42.059
"(2442, 1511)","(2484.0, 1515.0)",42.19
"(877, 152)","(860.0, 191.0)",42.544
"(50, 2401)","(46.0, 2444.0)",43.186
"(698, 1540)","(741.0, 1534.0)",43.417
"(1544, 3205)","(1504.0, 3222.0)",43.463
"(1725, 670)","(1745.0, 709.0)",43.829
"(655, 2971)","(637.0, 3011.0)",43.863
"(2720, 3552)","(2706.0, 3594.0)",44.272
"(31, 1848)","(73.0, 1862.0)",44.272
"(1226, 1037)","(1231.0, 993.0)",44.283
"(613, 1226)","(572.0, 1209.0)",44.385
"(1112, 991)","(1106.0, 1035.0)",44.407
"(995, 2380)","(1001.0, 2424.0)",44.407
"(2428, 722)","(2404.0, 684.0)",44.944
"(686, 2451)","(721.0, 2480.0)",45.453
"(258, 1614)","(231.0, 1651.0)",45.804
"(2053, 3303)","(2099.0, 3296.0)",46.53
"(3013, 3628)","(2972.0, 3651.0)",47.011
"(530, 3276)","(577.0, 3274.0)",47.043
"(1598, 912)","(1588.0, 866.0)",47.074
"(2435, 235)","(2479.0, 252.0)",47.17
"(1665, 566)","(1700.0, 598.0)",47.424
"(3141, 1192)","(3118.0, 1150.0)",47.885
"(332, 3402)","(336.0, 3354.0)",48.166
"(2254, 1148)","(2297.0, 1126.0)",48.301
"(470, 2249)","(423.0, 2262.0)",48.765
"(2829, 2425)","(2782.0, 2410.0)",49.336
"(3142, 2332)","(3098.0, 2309.0)",49.649
"(3430, 3648)","(3413.0, 3695.0)",49.98
"(150, 1449)","(200.0, 1447.0)",50.04
"(394, 2221)","(423.0, 2262.0)",50.22
"(1727, 662)","(1745.0, 709.0)",50.329
"(3537, 3468)","(3487.0, 3462.0)",50.359
"(3007, 203)","(2995.0, 253.0)",51.42
"(1890, 2772)","(1929.0, 2806.0)",51.74
"(2518, 1350)","(2474.0, 1322.0)",52.154
"(985, 1651)","(1029.0, 1623.0)",52.154
"(2730, 1395)","(2687.0, 1365.0)",52.431
"(2187, 905)","(2220.0, 946.0)",52.631
"(132, 3478)","(153.0, 3527.0)",53.31
"(2897, 3329)","(2884.0, 3277.0)",53.6
"(3330, 1329)","(3286.0, 1298.0)",53.824
"(2249, 465)","(2214.0, 506.0)",53.907
"(1055, 1798)","(1049.0, 1744.0)",54.332
"(2307, 3730)","(2345.0, 3691.0)",54.452
"(2304, 2759)","(2349.0, 2728.0)",54.644
"(3122, 1480)","(3084.0, 1440.0)",55.172
"(606, 1689)","(628.0, 1740.0)",55.543
"(823, 390)","(773.0, 365.0)",55.902
"(3115, 110)","(3152.0, 152.0)",55.973
"(3092, 3813)","(3092.0, 3757.0)",56.0
"(693, 3005)","(637.0, 3011.0)",56.321
"(2600, 3439)","(2634.0, 3484.0)",56.4
"(2332, 3214)","(2388.0, 3207.0)",56.436
"(2621, 284)","(2677.0, 276.0)",56.569
"(41, 1617)","(80.0, 1658.0)",56.586
"(1052, 2399)","(1001.0, 2424.0)",56.798
"(1557, 406)","(1561.0, 463.0)",57.14
"(1770, 2252)","(1744.0, 2201.0)",57.245
"(822, 1035)","(783.0, 1077.0)",57.315
"(1678, 545)","(1700.0, 598.0)",57.385
"(930, 201)","(973.0, 239.0)",57.385
"(1964, 1817)","(1908.0, 1804.0)",57.489
"(3080, 3679)","(3095.0, 3623.0)",57.974
"(236, 2169)","(285.0, 2200.0)",57.983
"(3134, 1206)","(3118.0, 1150.0)",58.241
"(270, 3624)","(263.0, 3566.0)",58.421
"(2077, 462)","(2085.0, 520.0)",58.549
"(860, 1772)","(901.0, 1730.0)",58.694
"(903, 1900)","(875.0, 1952.0)",59.059
"(1004, 1419)","(1009.0, 1478.0)",59.211
"(2234, 202)","(2277.0, 243.0)",59.414
"(2078, 2620)","(2137.0, 2627.0)",59.414
"(1797, 680)","(1745.0, 709.0)",59.54
"(308, 381)","(251.0, 363.0)",59.775
"(1119, 380)","(1130.0, 439.0)",60.017
"(2932, 3439)","(2898.0, 3489.0)",60.465
"(2884, 3548)","(2898.0, 3489.0)",60.638
"(2078, 423)","(2111.0, 371.0)",61.587
"(3194, 1311)","(3190.0, 1249.0)",62.129
"(121, 180)","(66.0, 151.0)",62.177
"(3393, 2647)","(3455.0, 2659.0)",63.151
"(2155, 3219)","(2218.0, 3211.0)",63.506
"(1742, 1036)","(1768.0, 978.0)",63.561
"(2265, 901)","(2220.0, 946.0)",63.64
"(2659, 1777)","(2607.0, 1814.0)",63.82
"(2994, 3392)","(3057.0, 3381.0)",63.953
"(1517, 1945)","(1548.0, 1889.0)",64.008
"(647, 1054)","(586.0, 1033.0)",64.514
"(603, 844)","(543.0, 868.0)",64.622
"(1175, 1657)","(1239.0, 1647.0)",64.777
"(1735, 3637)","(1764.0, 3579.0)",64.846
"(1600, 185)","(1602.0, 120.0)",65.031
"(2641, 3760)","(2636.0, 3825.0)",65.192
"(2178, 996)","(2220.0, 946.0)",65.299
"(2071, 3209)","(2010.0, 3185.0)",65.552
"(3299, 112)","(3356.0, 145.0)",65.863
"(739, 1724)","(673.0, 1717.0)",66.37
"(3381, 2676)","(3316.0, 2690.0)",66.491
"(1864, 1507)","(1836.0, 1446.0)",67.119
"(845, 2504)","(841.0, 2571.0)",67.119
"(2244, 2814)","(2220.0, 2751.0)",67.417
"(613, 1155)","(572.0, 1209.0)",67.801
"(524, 2301)","(578.0, 2260.0)",67.801
"(1828, 2668)","(1894.0, 2652.0)",67.912
"(3001, 482)","(2949.0, 526.0)",68.118
"(3004, 2339)","(3014.0, 2271.0)",68.731
"(3302, 260)","(3270.0, 321.0)",68.884
"(103, 1723)","(80.0, 1658.0)",68.949
"(84, 2650)","(153.0, 2655.0)",69.181
"(2488, 1970)","(2483.0, 1901.0)",69.181
"(3466, 101)","(3398.0, 115.0)",69.426
"(1946, 3240)","(1976.0, 3177.0)",69.778
"(2158, 2250)","(2111.0, 2198.0)",70.093
"(2385, 210)","(2332.0, 256.0)",70.178
"(3332, 288)","(3270.0, 321.0)",70.235
"(1501, 1095)","(1498.0, 1166.0)",71.063
"(2796, 3218)","(2817.0, 3286.0)",71.169
"(1016, 21)","(1064.0, 74.0)",71.505
"(1433, 3441)","(1362.0, 3430.0)",71.847
"(3130, 1660)","(3180.0, 1712.0)",72.139
"(1686, 807)","(1736.0, 754.0)",72.863
"(2276, 2704)","(2220.0, 2751.0)",73.11
"(1923, 475)","(1970.0, 531.0)",73.11
"(1832, 1848)","(1904.0, 1835.0)",73.164
"(2612, 3414)","(2634.0, 3484.0)",73.376
"(105, 2309)","(143.0, 2246.0)",73.573
"(181, 1837)","(236.0, 1788.0)",73.661
"(3475, 2468)","(3521.0, 2526.0)",74.027
"(3391, 1115)","(3412.0, 1186.0)",74.041
"(3386, 2293)","(3315.0, 2314.0)",74.041
"(3328, 214)","(3356.0, 145.0)",74.465
"(304, 1634)","(231.0, 1651.0)",74.953
"(992, 95)","(1064.0, 74.0)",75.0
"(69, 3578)","(36.0, 3510.0)",75.584
"(1084, 499)","(1130.0, 439.0)",75.604
"(1211, 920)","(1231.0, 993.0)",75.69
"(174, 2469)","(177.0, 2393.0)",76.059
"(2377, 1568)","(2337.0, 1633.0)",76.322
"(3033, 3308)","(3057.0, 3381.0)",76.844
"(71, 726)","(125.0, 671.0)",77.078
"(913, 596)","(990.0, 586.0)",77.647
"(1899, 499)","(1970.0, 531.0)",77.878
"(2265, 1663)","(2337.0, 1633.0)",78.0
"(1970, 1448)","(1985.0, 1525.0)",78.447
"(2023, 637)","(2100.0, 620.0)",78.854
"(1605, 789)","(1588.0, 866.0)",78.854
"(2423, 761)","(2404.0, 684.0)",79.31
"(3434, 1573)","(3366.0, 1532.0)",79.404
"(2079, 2957)","(2120.0, 2889.0)",79.404
"(1928, 2285)","(1893.0, 2357.0)",80.056
"(3032, 3810)","(3092.0, 3757.0)",80.056
"(2969, 3526)","(2898.0, 3489.0)",80.062
"(1035, 1978)","(1074.0, 2048.0)",80.131
"(2751, 1057)","(2827.0, 1031.0)",80.324
"(3550, 1615)","(3542.0, 1535.0)",80.399
"(1546, 670)","(1612.0, 624.0)",80.449
"(1959, 743)","(1943.0, 664.0)",80.604
"(1310, 2597)","(1229.0, 2593.0)",81.099
"(479, 2931)","(460.0, 3010.0)",81.253
"(2838, 3207)","(2817.0, 3286.0)",81.744
"(615, 2187)","(578.0, 2260.0)",81.841
"(2115, 3120)","(2137.0, 3041.0)",82.006
"(230, 2139)","(285.0, 2200.0)",82.134
"(3028, 345)","(3090.0, 291.0)",82.219
