og_coord,closest_coord,dist
"(4.145, 4.529)","(4.14, 4.519)",0.012
"(4.14, 4.519)","(4.145, 4.529)",0.012
"(6.166, 5.388)","(6.162, 5.399)",0.012
"(6.162, 5.399)","(6.166, 5.388)",0.012
"(3.488, 3.533)","(3.482, 3.545)",0.012
"(3.482, 3.545)","(3.488, 3.533)",0.012
"(2.793, 3.218)","(2.795, 3.231)",0.013
"(2.795, 3.231)","(2.793, 3.218)",0.013
"(1.244, 0.972)","(1.258, 0.971)",0.013
"(1.258, 0.971)","(1.244, 0.972)",0.013
"(4.546, 4.422)","(4.554, 4.41)",0.014
"(4.554, 4.41)","(4.546, 4.422)",0.014
"(1.247, 0.953)","(1.251, 0.938)",0.015
"(1.251, 0.938)","(1.247, 0.953)",0.015
"(3.481, 3.56)","(3.482, 3.545)",0.016
"(5.841, 5.31)","(5.85, 5.294)",0.018
"(5.85, 5.294)","(5.841, 5.31)",0.018
"(3.826, 3.865)","(3.824, 3.847)",0.019
"(3.824, 3.847)","(3.826, 3.865)",0.019
"(1.983, 0.924)","(1.966, 0.915)",0.02
"(1.966, 0.915)","(1.983, 0.924)",0.02
"(4.564, 4.432)","(4.546, 4.422)",0.02
"(3.847, 3.861)","(3.826, 3.865)",0.021
"(2.718, 1.725)","(2.703, 1.709)",0.022
"(2.703, 1.709)","(2.718, 1.725)",0.022
"(5.969, 5.484)","(5.961, 5.505)",0.022
"(5.961, 5.505)","(5.969, 5.484)",0.022
"(3.421, 3.075)","(3.431, 3.055)",0.022
"(3.431, 3.055)","(3.421, 3.075)",0.022
"(5.818, 5.307)","(5.841, 5.31)",0.023
"(2.672, 1.929)","(2.661, 1.908)",0.024
"(2.661, 1.908)","(2.672, 1.929)",0.024
"(5.905, 5.972)","(5.926, 5.986)",0.025
"(5.926, 5.986)","(5.905, 5.972)",0.025
"(3.47, 3.515)","(3.488, 3.533)",0.025
"(4.153, 4.498)","(4.14, 4.519)",0.025
"(3.85, 3.724)","(3.847, 3.698)",0.025
"(3.847, 3.698)","(3.85, 3.724)",0.025
"(4.5, 4.759)","(4.498, 4.733)",0.026
"(4.498, 4.733)","(4.5, 4.759)",0.026
"(2.776, 3.197)","(2.793, 3.218)",0.027
"(2.149, 1.991)","(2.142, 2.018)",0.028
"(2.142, 2.018)","(2.149, 1.991)",0.028
"(4.604, 4.689)","(4.593, 4.715)",0.028
"(4.593, 4.715)","(4.604, 4.689)",0.028
"(3.454, 3.546)","(3.482, 3.545)",0.028
"(4.582, 4.408)","(4.554, 4.41)",0.028
"(2.747, 3.211)","(2.776, 3.197)",0.032
"(2.273, 1.788)","(2.247, 1.809)",0.034
"(2.247, 1.809)","(2.273, 1.788)",0.034
"(4.534, 4.753)","(4.5, 4.759)",0.034
"(5.504, 5.886)","(5.54, 5.882)",0.036
"(5.54, 5.882)","(5.504, 5.886)",0.036
"(4.63, 4.741)","(4.658, 4.715)",0.037
"(4.658, 4.715)","(4.63, 4.741)",0.037
"(3.433, 3.11)","(3.421, 3.075)",0.038
"(4.398, 5.132)","(4.434, 5.114)",0.04
"(4.434, 5.114)","(4.398, 5.132)",0.04
"(4.187, 4.751)","(4.223, 4.778)",0.044
"(4.223, 4.778)","(4.187, 4.751)",0.044
"(2.439, 2.124)","(2.389, 2.115)",0.05
"(2.389, 2.115)","(2.439, 2.124)",0.05
"(3.451, 2.974)","(3.431, 3.055)",0.084
"(6.427, 6.466)","(6.427, 6.56)",0.094
"(6.427, 6.56)","(6.427, 6.466)",0.094
"(5.963, 5.375)","(5.969, 5.484)",0.11
"(7.007, 6.252)","(6.916, 6.316)",0.112
"(6.916, 6.316)","(7.007, 6.252)",0.112
"(3.347, 3.19)","(3.433, 3.11)",0.117
"(2.49, 2.767)","(2.53, 2.645)",0.128
"(2.53, 2.645)","(2.49, 2.767)",0.128
"(3.624, 3.628)","(3.481, 3.56)",0.159
"(2.407, 1.9)","(2.273, 1.788)",0.175
"(3.719, 4.244)","(3.914, 4.305)",0.204
"(3.914, 4.305)","(3.719, 4.244)",0.204
"(7.189, 6.505)","(7.007, 6.252)",0.312
"(4.258, 4.001)","(3.847, 3.861)",0.435
"(5.454, 5.049)","(5.818, 5.307)",0.446
"(3.483, 4.631)","(3.719, 4.244)",0.453
"(4.999, 5.174)","(5.454, 5.049)",0.472
"(2.382, 1.295)","(2.273, 1.788)",0.505
