og_coord,closest_coord,dist
"(4.824, 5.175)","(4.809, 5.21)",0.037
"(4.809, 5.21)","(4.824, 5.175)",0.037
"(5.503, 5.519)","(5.475, 5.48)",0.048
"(5.475, 5.48)","(5.503, 5.519)",0.048
"(5.495, 5.431)","(5.475, 5.48)",0.053
"(2.52, 1.615)","(2.491, 1.676)",0.067
"(2.491, 1.676)","(2.52, 1.615)",0.067
"(7.005, 6.339)","(6.969, 6.422)",0.091
"(6.969, 6.422)","(7.005, 6.339)",0.091
"(5.44, 5.059)","(5.351, 5.094)",0.095
"(5.351, 5.094)","(5.44, 5.059)",0.095
"(1.874, 1.802)","(1.968, 1.82)",0.096
"(1.968, 1.82)","(1.874, 1.802)",0.096
"(5.316, 5.0)","(5.351, 5.094)",0.099
"(7.245, 6.407)","(7.216, 6.503)",0.1
"(7.216, 6.503)","(7.245, 6.407)",0.1
"(3.819, 3.775)","(3.909, 3.826)",0.103
"(3.909, 3.826)","(3.819, 3.775)",0.103
"(2.156, 2.386)","(2.079, 2.312)",0.107
"(2.079, 2.312)","(2.156, 2.386)",0.107
"(5.002, 5.102)","(5.053, 5.008)",0.107
"(5.053, 5.008)","(5.002, 5.102)",0.107
"(5.552, 5.07)","(5.44, 5.059)",0.112
"(6.204, 5.99)","(6.236, 5.881)",0.114
"(6.236, 5.881)","(6.204, 5.99)",0.114
"(4.289, 4.317)","(4.2, 4.245)",0.114
"(4.2, 4.245)","(4.289, 4.317)",0.114
"(5.777, 5.214)","(5.744, 5.102)",0.117
"(5.744, 5.102)","(5.777, 5.214)",0.117
"(4.475, 5.046)","(4.371, 5.104)",0.119
"(4.371, 5.104)","(4.475, 5.046)",0.119
"(5.443, 5.732)","(5.366, 5.824)",0.12
"(5.366, 5.824)","(5.443, 5.732)",0.12
"(1.876, 1.136)","(1.755, 1.144)",0.122
"(1.755, 1.144)","(1.876, 1.136)",0.122
"(4.576, 5.116)","(4.475, 5.046)",0.123
"(3.614, 4.668)","(3.521, 4.759)",0.13
"(3.521, 4.759)","(3.614, 4.668)",0.13
"(6.505, 6.551)","(6.641, 6.542)",0.136
"(6.641, 6.542)","(6.505, 6.551)",0.136
"(2.265, 1.708)","(2.317, 1.582)",0.136
"(2.317, 1.582)","(2.265, 1.708)",0.136
"(5.164, 4.709)","(5.053, 4.621)",0.142
"(5.053, 4.621)","(5.164, 4.709)",0.142
"(2.225, 1.415)","(2.106, 1.494)",0.142
"(2.106, 1.494)","(2.225, 1.415)",0.142
"(2.184, 1.049)","(2.225, 1.201)",0.157
"(2.225, 1.201)","(2.184, 1.049)",0.157
"(2.172, 2.121)","(2.327, 2.171)",0.163
"(2.327, 2.171)","(2.172, 2.121)",0.163
"(3.143, 3.041)","(3.313, 3.056)",0.171
"(3.313, 3.056)","(3.143, 3.041)",0.171
"(2.533, 1.844)","(2.491, 1.676)",0.174
"(2.414, 2.325)","(2.327, 2.171)",0.176
"(5.899, 5.358)","(5.777, 5.214)",0.188
"(5.057, 5.293)","(5.002, 5.102)",0.199
"(3.66, 3.991)","(3.659, 4.194)",0.203
"(3.659, 4.194)","(3.66, 3.991)",0.203
"(3.522, 3.838)","(3.66, 3.991)",0.206
"(4.216, 4.623)","(4.008, 4.634)",0.209
"(4.008, 4.634)","(4.216, 4.623)",0.209
"(3.425, 3.251)","(3.313, 3.056)",0.224
"(2.465, 2.823)","(2.576, 2.62)",0.232
"(2.576, 2.62)","(2.465, 2.823)",0.232
"(4.49, 4.193)","(4.289, 4.317)",0.236
"(2.997, 3.566)","(3.216, 3.655)",0.237
"(3.216, 3.655)","(2.997, 3.566)",0.237
"(6.387, 6.342)","(6.505, 6.551)",0.24
"(4.822, 4.555)","(5.053, 4.621)",0.24
"(3.966, 4.316)","(4.2, 4.245)",0.245
"(4.27, 4.88)","(4.371, 5.104)",0.246
"(2.314, 2.609)","(2.465, 2.823)",0.262
"(2.69, 2.057)","(2.533, 1.844)",0.264
"(2.983, 3.272)","(3.143, 3.041)",0.282
"(6.03, 5.689)","(6.236, 5.881)",0.282
"(4.765, 4.837)","(4.822, 4.555)",0.287
"(3.041, 2.042)","(2.898, 2.292)",0.288
"(2.898, 2.292)","(3.041, 2.042)",0.288
"(1.905, 0.83)","(1.876, 1.136)",0.307
"(3.172, 2.692)","(3.143, 3.041)",0.35
"(1.137, 0.544)","(1.905, 0.83)",0.82
