og_coord,starfish_coord,dist
"(2325, 1809)","(2303.0, 1800.0)",23.77
"(4837, 5230)","(4821.0, 5211.0)",24.839
"(6941, 6942)","(6978.0, 6943.0)",37.014
"(4847, 5239)","(4821.0, 5211.0)",38.21
"(1753, 1068)","(1754.0, 1109.0)",41.012
"(6433, 5776)","(6391.0, 5785.0)",42.953
"(5596, 5898)","(5619.0, 5859.0)",45.277
"(5662, 5891)","(5626.0, 5861.0)",46.861
"(4872, 5561)","(4870.0, 5512.0)",49.041
"(1753, 1328)","(1781.0, 1283.0)",53.0
"(2152, 2140)","(2206.0, 2137.0)",54.083
"(4854, 5051)","(4808.0, 5014.0)",59.034
"(5176, 5083)","(5147.0, 5137.0)",61.294
"(4757, 5214)","(4821.0, 5211.0)",64.07
"(3087, 3486)","(3082.0, 3420.0)",66.189
"(4496, 4595)","(4558.0, 4624.0)",68.447
"(2158, 2060)","(2229.0, 2069.0)",71.568
"(2182, 1298)","(2124.0, 1249.0)",75.928
"(2732, 2947)","(2798.0, 2903.0)",79.322
"(4167, 5396)","(4165.0, 5316.0)",80.025
"(2052, 1298)","(2124.0, 1249.0)",87.092
"(1645, 1029)","(1559.0, 1007.0)",88.769
"(3896, 4175)","(3838.0, 4103.0)",92.455
"(3414, 3577)","(3390.0, 3669.0)",95.079
"(2769, 1802)","(2674.0, 1795.0)",95.258
"(6156, 5793)","(6164.0, 5696.0)",97.329
"(2774, 1785)","(2674.0, 1795.0)",100.499
"(3418, 3572)","(3390.0, 3669.0)",100.96
"(6694, 6172)","(6648.0, 6082.0)",101.074
"(6745, 6051)","(6648.0, 6082.0)",101.833
"(4192, 4845)","(4283.0, 4891.0)",101.966
"(4015, 5162)","(4027.0, 5266.0)",104.69
"(1919, 1233)","(1952.0, 1129.0)",109.11
"(6580, 6462)","(6672.0, 6396.0)",113.225
"(1702, 1374)","(1781.0, 1283.0)",120.507
"(5503, 5819)","(5619.0, 5859.0)",122.703
"(5903, 6077)","(5783.0, 6015.0)",135.07
"(5686, 5147)","(5758.0, 5264.0)",137.379
"(4885, 5652)","(4870.0, 5512.0)",140.801
"(2510, 1820)","(2575.0, 1695.0)",140.89
"(7306, 7370)","(7216.0, 7260.0)",142.127
"(6506, 6072)","(6648.0, 6082.0)",142.352
"(2265, 1282)","(2124.0, 1249.0)",144.81
"(2265, 1292)","(2124.0, 1249.0)",147.411
"(4111, 4766)","(4097.0, 4618.0)",148.661
"(2819, 2658)","(2722.0, 2535.0)",156.646
"(6323, 6245)","(6478.0, 6285.0)",160.078
"(4966, 5142)","(4821.0, 5211.0)",160.58
"(4621, 5265)","(4658.0, 5107.0)",162.274
"(3808, 3196)","(3963.0, 3274.0)",173.519
"(6502, 5920)","(6391.0, 5785.0)",174.774
"(2338, 1618)","(2303.0, 1800.0)",185.335
"(3457, 3103)","(3346.0, 2946.0)",192.276
"(5647, 5087)","(5644.0, 5280.0)",193.023
"(5485, 5394)","(5644.0, 5280.0)",195.645
"(6820, 6179)","(6648.0, 6082.0)",197.466
"(2924, 2727)","(2798.0, 2903.0)",216.453
"(4223, 4103)","(4406.0, 3987.0)",216.668
"(4759, 4802)","(4808.0, 5014.0)",217.589
"(4490, 4192)","(4406.0, 3987.0)",221.542
"(3763, 3168)","(3963.0, 3274.0)",226.354
"(3787, 3612)","(3633.0, 3407.0)",256.4
"(6931, 6408)","(6672.0, 6396.0)",259.278
"(6010, 6142)","(5783.0, 6015.0)",260.112
"(3543, 3121)","(3346.0, 2946.0)",263.503
"(3911, 3535)","(3963.0, 3274.0)",266.13
"(8046, 7111)","(7787.0, 7037.0)",269.364
"(6516, 6630)","(6672.0, 6396.0)",281.233
"(6937, 6056)","(6648.0, 6082.0)",290.167
"(3705, 3125)","(3633.0, 3407.0)",291.046
"(4255, 4292)","(4405.0, 4545.0)",294.124
"(5645, 4984)","(5644.0, 5280.0)",296.002
"(4119, 4213)","(3838.0, 4103.0)",301.763
"(3816, 4490)","(4097.0, 4618.0)",308.78
"(4193, 4283)","(4405.0, 4545.0)",337.028
"(6054, 6574)","(6478.0, 6285.0)",513.125
"(6059, 6582)","(6478.0, 6285.0)",513.585
"(6385, 6825)","(6672.0, 6396.0)",516.149
"(6056, 6601)","(6478.0, 6285.0)",527.2
"(6283, 6775)","(6478.0, 6285.0)",527.376
"(6082, 6637)","(6478.0, 6285.0)",529.83
"(3419, 2172)","(2820.0, 2228.0)",601.612
