og_centroid,closest_centroid,dist,cluster_id
"(4433.0, 2773.6)","(4511.0, 2854.333)",112.258,1
"(4511.0, 2854.333)","(4433.0, 2773.6)",112.258,61
"(3175.667, 3451.0)","(3261.0, 3553.75)",133.564,69
"(3261.0, 3553.75)","(3175.667, 3451.0)",133.564,49
"(7411.333, 1797.0)","(7300.5, 1901.0)",151.987,40
"(7300.5, 1901.0)","(7411.333, 1797.0)",151.987,27
"(5275.0, 3732.667)","(5152.333, 3829.333)",156.178,160
"(5152.333, 3829.333)","(5275.0, 3732.667)",156.178,78
"(3537.333, 3127.333)","(3565.667, 2973.333)",156.585,20
"(3565.667, 2973.333)","(3537.333, 3127.333)",156.585,52
"(10022.667, 1230.333)","(9866.0, 1236.0)",156.769,16
"(9866.0, 1236.0)","(10022.667, 1230.333)",156.769,131
"(9697.333, 1198.667)","(9866.0, 1236.0)",172.749,56
"(5193.375, 2928.25)","(5261.75, 2727.75)",211.838,11
"(5261.75, 2727.75)","(5193.375, 2928.25)",211.838,10
"(4316.0, 2951.333)","(4433.0, 2773.6)",212.787,127
"(3313.714, 3279.286)","(3175.667, 3451.0)",220.325,80
"(9612.25, 1404.5)","(9697.333, 1198.667)",222.725,14
"(2545.8, 5092.4)","(2326.333, 5049.667)",223.588,26
"(2326.333, 5049.667)","(2545.8, 5092.4)",223.588,35
"(7068.25, 1852.75)","(7300.5, 1901.0)",237.209,53
"(4476.667, 2539.333)","(4433.0, 2773.6)",238.302,37
"(4724.333, 3529.667)","(4891.75, 3335.0)",256.756,57
"(4891.75, 3335.0)","(4724.333, 3529.667)",256.756,111
"(9680.25, 917.0)","(9937.2, 927.4)",257.16,31
"(9937.2, 927.4)","(9680.25, 917.0)",257.16,12
"(6830.0, 1950.0)","(7068.25, 1852.75)",257.334,55
"(2108.5, 4891.25)","(2326.333, 5049.667)",269.346,15
"(1811.667, 4938.667)","(2108.5, 4891.25)",300.597,32
"(8721.0, 1217.833)","(8548.0, 1482.8)",316.443,33
"(8548.0, 1482.8)","(8721.0, 1217.833)",316.443,17
"(9389.0, 1124.333)","(9697.333, 1198.667)",317.167,25
"(3908.0, 2883.667)","(3565.667, 2973.333)",353.882,5
"(3480.0, 3850.0)","(3261.0, 3553.75)",368.409,0
"(1840.333, 4553.0)","(1811.667, 4938.667)",386.731,4
"(4066.167, 3270.0)","(4316.0, 2951.333)",404.926,29
"(8934.0, 773.333)","(8721.0, 1217.833)",492.899,39
"(4010.0, 3767.0)","(4066.167, 3270.0)",500.164,128
"(7729.0, 940.0)","(7411.333, 1797.0)",913.981,62
