cluster_id,cluster_size,cluster_area
0,7,0.0155
1,9,0.0167
2,6,0.0146
3,4,0.0102
4,9,0.0192
5,5,0.0126
6,3,0.0071
7,4,0.009
8,10,0.0232
9,11,0.0221
10,4,0.0107
11,3,0.0074
12,2,0.0056
13,9,0.0189
14,6,0.0111
15,2,0.0055
16,3,0.0076
17,5,0.0115
18,3,0.0065
19,15,0.0296
20,6,0.0119
21,8,0.0135
22,4,0.0095
23,4,0.0092
24,2,0.0054
25,4,0.0079
26,15,0.0241
27,8,0.0151
28,7,0.012
29,2,0.0045
30,2,0.005
31,6,0.0158
32,7,0.0175
33,5,0.0089
34,2,0.0051
35,10,0.0181
36,5,0.0107
37,5,0.0107
38,11,0.0195
39,3,0.0078
40,10,0.0194
41,1,0.0028
42,2,0.0045
43,3,0.0067
44,2,0.0052
45,5,0.0091
46,2,0.0042
47,4,0.0085
48,9,0.0158
49,3,0.0075
50,2,0.0042
51,5,0.0072
52,9,0.0157
53,2,0.005
54,1,0.0028
55,2,0.0049
56,4,0.0092
57,5,0.0085
58,3,0.0064
59,1,0.0028
60,2,0.0043
61,4,0.0071
62,3,0.0049
63,4,0.008
64,2,0.0038
65,6,0.011
66,7,0.0132
67,2,0.0047
68,1,0.0028
69,2,0.0051
70,4,0.0079
71,5,0.0094
72,3,0.0066
73,2,0.0045
74,9,0.0158
75,3,0.0061
76,6,0.0091
77,9,0.0188
78,2,0.0052
79,2,0.0045
80,5,0.0087
81,9,0.0143
82,3,0.0069
83,1,0.0028
84,1,0.0028
85,1,0.0028
86,1,0.0028
87,1,0.0028
88,1,0.0028
89,5,0.0094
90,3,0.0067
91,1,0.0028
92,1,0.0028
93,1,0.0028
94,1,0.0028
95,1,0.0028
96,1,0.0028
97,3,0.0064
98,1,0.0028
99,1,0.0028
100,3,0.0059
101,2,0.0042
102,1,0.0028
103,2,0.0046
104,1,0.0028
105,2,0.0048
106,1,0.0028
107,3,0.006
108,1,0.0028
109,1,0.0028
110,1,0.0028
111,2,0.0048
112,1,0.0028
113,7,0.0107
114,5,0.0111
115,1,0.0028
116,1,0.0028
117,1,0.0028
118,1,0.0028
119,1,0.0028
120,1,0.0028
121,1,0.0028
122,1,0.0028
123,1,0.0028
124,2,0.0035
125,1,0.0028
126,1,0.0028
127,1,0.0028
128,2,0.0048
129,1,0.0028
130,1,0.0028
131,1,0.0028
132,1,0.0028
133,5,0.0085
134,4,0.0066
135,2,0.0039
136,2,0.0041
137,1,0.0028
138,1,0.0028
139,1,0.0028
140,1,0.0028
141,1,0.0028
142,2,0.004
143,1,0.0028
144,4,0.0073
145,1,0.0028
146,2,0.004
147,1,0.0028
148,1,0.0028
149,1,0.0028
150,4,0.0069
151,1,0.0028
152,2,0.0044
153,1,0.0028
154,2,0.0039
155,1,0.0028
156,1,0.0028
157,1,0.0028
158,2,0.0041
159,1,0.0028
160,2,0.0044
161,1,0.0028
162,4,0.0083
163,1,0.0028
164,1,0.0028
165,2,0.0039
166,1,0.0028
167,1,0.0028
168,1,0.0028
169,1,0.0028
