og_centroid,closest_centroid,dist,cluster_id
"(1505.0, 3207.333)","(1505.667, 3100.667)",106.668,56.0
"(1505.667, 3100.667)","(1505.0, 3207.333)",106.668,11.0
"(519.8, 2737.6)","(697.75, 2729.0)",178.158,98.0
"(697.75, 2729.0)","(519.8, 2737.6)",178.158,19.0
"(1271.0, 2709.667)","(1450.0, 2744.0)",182.263,124.0
"(1450.0, 2744.0)","(1271.0, 2709.667)",182.263,27.0
"(2280.0, 1027.0)","(2320.333, 836.667)",194.56,39.0
"(2320.333, 836.667)","(2280.0, 1027.0)",194.56,147.0
"(1700.333, 3129.0)","(1505.667, 3100.667)",196.717,13.0
"(3567.0, 2604.333)","(3506.667, 2795.667)",200.621,8.0
"(3506.667, 2795.667)","(3567.0, 2604.333)",200.621,26.0
"(516.0, 877.333)","(721.0, 838.333)",208.677,66.0
"(721.0, 838.333)","(516.0, 877.333)",208.677,0.0
"(440.667, 2516.667)","(519.8, 2737.6)",234.677,3.0
"(3616.0, 3346.333)","(3771.333, 3154.667)",246.707,54.0
"(3771.333, 3154.667)","(3616.0, 3346.333)",246.707,16.0
"(188.333, 2444.333)","(440.667, 2516.667)",262.497,29.0
"(136.0, 1784.333)","(353.0, 1620.0)",272.203,31.0
"(353.0, 1620.0)","(136.0, 1784.333)",272.203,49.0
"(32.333, 2067.333)","(136.0, 1784.333)",301.39,57.0
"(2898.25, 2056.75)","(2625.25, 2203.5)",309.943,28.0
"(2625.25, 2203.5)","(2898.25, 2056.75)",309.943,18.0
"(112.667, 3308.667)","(138.333, 2976.333)",333.324,95.0
"(138.333, 2976.333)","(112.667, 3308.667)",333.324,30.0
"(3635.5, 2234.25)","(3567.0, 2604.333)",376.369,68.0
"(2322.0, 2463.0)","(2625.25, 2203.5)",399.125,148.0
"(2129.0, 2067.5)","(2322.0, 2463.0)",440.079,44.0
"(1071.667, 1245.333)","(721.0, 838.333)",537.23,109.0
"(1166.667, 2131.667)","(1271.0, 2709.667)",587.341,7.0
"(1721.333, 206.0)","(1588.333, 781.667)",590.831,43.0
"(1588.333, 781.667)","(1721.333, 206.0)",590.831,139.0
"(389.667, 250.0)","(516.0, 877.333)",639.927,2.0
"(3630.0, 1418.0)","(3635.5, 2234.25)",816.269,80.0
"(2711.667, 3726.333)","(3616.0, 3346.333)",980.927,97.0
