og_coord,closest_coord,dist
"(772.0, 9981.0)","(771.0, 9980.0)",1.414
"(771.0, 9980.0)","(772.0, 9981.0)",1.414
"(1283.0, 9331.0)","(1282.0, 9332.0)",1.414
"(1282.0, 9332.0)","(1283.0, 9331.0)",1.414
"(1084.0, 8534.0)","(1082.0, 8534.0)",2.0
"(1328.0, 9506.0)","(1326.0, 9506.0)",2.0
"(1082.0, 8534.0)","(1084.0, 8534.0)",2.0
"(1326.0, 9506.0)","(1328.0, 9506.0)",2.0
"(1165.0, 8282.0)","(1164.0, 8284.0)",2.236
"(1164.0, 8284.0)","(1165.0, 8282.0)",2.236
"(1181.0, 8501.0)","(1179.0, 8499.0)",2.828
"(1179.0, 8499.0)","(1181.0, 8501.0)",2.828
"(1135.0, 8356.0)","(1135.0, 8353.0)",3.0
"(1135.0, 8353.0)","(1135.0, 8356.0)",3.0
"(1070.0, 8435.0)","(1071.0, 8438.0)",3.162
"(967.0, 8466.0)","(970.0, 8467.0)",3.162
"(970.0, 8467.0)","(967.0, 8466.0)",3.162
"(1071.0, 8438.0)","(1070.0, 8435.0)",3.162
"(1136.0, 8445.0)","(1139.0, 8443.0)",3.606
"(1889.0, 5958.0)","(1891.0, 5961.0)",3.606
"(1891.0, 5961.0)","(1889.0, 5958.0)",3.606
"(3933.0, 3285.0)","(3936.0, 3283.0)",3.606
"(3936.0, 3283.0)","(3933.0, 3285.0)",3.606
"(1704.0, 5983.0)","(1706.0, 5980.0)",3.606
"(1706.0, 5980.0)","(1704.0, 5983.0)",3.606
"(1104.0, 9804.0)","(1102.0, 9801.0)",3.606
"(1139.0, 8443.0)","(1136.0, 8445.0)",3.606
"(676.0, 9956.0)","(674.0, 9953.0)",3.606
"(1102.0, 9801.0)","(1104.0, 9804.0)",3.606
"(674.0, 9953.0)","(676.0, 9956.0)",3.606
"(1267.0, 9376.0)","(1263.0, 9375.0)",4.123
"(1263.0, 9375.0)","(1267.0, 9376.0)",4.123
"(987.0, 8383.0)","(988.0, 8379.0)",4.123
"(1206.0, 8409.0)","(1210.0, 8408.0)",4.123
"(1210.0, 8408.0)","(1206.0, 8409.0)",4.123
"(988.0, 8379.0)","(987.0, 8383.0)",4.123
"(1180.0, 8445.0)","(1176.0, 8443.0)",4.472
"(748.0, 9518.0)","(744.0, 9520.0)",4.472
"(803.0, 10049.0)","(799.0, 10047.0)",4.472
"(918.0, 8034.0)","(914.0, 8032.0)",4.472
"(914.0, 8032.0)","(918.0, 8034.0)",4.472
"(1228.0, 8416.0)","(1232.0, 8418.0)",4.472
"(799.0, 10047.0)","(803.0, 10049.0)",4.472
"(1176.0, 8443.0)","(1180.0, 8445.0)",4.472
"(744.0, 9520.0)","(748.0, 9518.0)",4.472
"(1232.0, 8418.0)","(1228.0, 8416.0)",4.472
"(4904.0, 2283.0)","(4900.0, 2281.0)",4.472
"(4900.0, 2281.0)","(4904.0, 2283.0)",4.472
"(3856.0, 2870.0)","(3859.0, 2874.0)",5.0
"(1059.0, 9667.0)","(1064.0, 9667.0)",5.0
"(1064.0, 9667.0)","(1059.0, 9667.0)",5.0
