og_coord,closest_coord,dist
"(1.0, 10.829)","(0.998, 10.838)",0.009
"(0.998, 10.838)","(1.0, 10.829)",0.009
"(5.815, 2.857)","(5.804, 2.859)",0.011
"(5.804, 2.859)","(5.815, 2.857)",0.011
"(4.064, 4.645)","(4.053, 4.642)",0.011
"(4.053, 4.642)","(4.064, 4.645)",0.011
"(2.495, 6.405)","(2.495, 6.417)",0.012
"(2.495, 6.417)","(2.495, 6.405)",0.012
"(4.139, 4.472)","(4.151, 4.47)",0.012
"(4.151, 4.47)","(4.139, 4.472)",0.012
"(3.105, 5.556)","(3.105, 5.569)",0.013
"(3.105, 5.569)","(3.105, 5.556)",0.013
"(5.235, 2.538)","(5.241, 2.55)",0.013
"(5.241, 2.55)","(5.235, 2.538)",0.013
"(4.271, 4.301)","(4.259, 4.295)",0.013
"(4.259, 4.295)","(4.271, 4.301)",0.013
"(4.171, 5.873)","(4.18, 5.883)",0.013
"(4.18, 5.883)","(4.171, 5.873)",0.013
"(4.266, 2.676)","(4.278, 2.669)",0.014
"(4.278, 2.669)","(4.266, 2.676)",0.014
"(4.196, 3.27)","(4.208, 3.278)",0.014
"(4.208, 3.278)","(4.196, 3.27)",0.014
"(3.119, 5.56)","(3.105, 5.556)",0.015
"(3.721, 3.052)","(3.714, 3.065)",0.015
"(3.714, 3.065)","(3.721, 3.052)",0.015
"(4.349, 4.795)","(4.354, 4.809)",0.015
"(4.354, 4.809)","(4.349, 4.795)",0.015
"(1.922, 5.563)","(1.916, 5.577)",0.015
"(1.916, 5.577)","(1.922, 5.563)",0.015
"(1.426, 9.777)","(1.437, 9.766)",0.016
"(1.437, 9.766)","(1.426, 9.777)",0.016
"(3.198, 6.086)","(3.212, 6.079)",0.016
"(3.212, 6.079)","(3.198, 6.086)",0.016
"(3.227, 6.074)","(3.212, 6.079)",0.016
"(1.475, 8.596)","(1.466, 8.583)",0.016
"(1.466, 8.583)","(1.475, 8.596)",0.016
"(3.348, 4.211)","(3.333, 4.217)",0.016
"(3.333, 4.217)","(3.348, 4.211)",0.016
"(4.368, 4.977)","(4.352, 4.974)",0.016
"(4.352, 4.974)","(4.368, 4.977)",0.016
"(3.285, 4.637)","(3.296, 4.649)",0.016
"(3.296, 4.649)","(3.285, 4.637)",0.016
"(3.057, 5.914)","(3.041, 5.91)",0.016
"(3.041, 5.91)","(3.057, 5.914)",0.016
"(1.441, 9.75)","(1.437, 9.766)",0.016
"(2.32, 10.453)","(2.313, 10.468)",0.017
"(2.313, 10.468)","(2.32, 10.453)",0.017
"(4.025, 5.99)","(4.041, 5.985)",0.017
"(4.376, 4.59)","(4.381, 4.574)",0.017
"(4.381, 4.574)","(4.376, 4.59)",0.017
"(4.041, 5.985)","(4.025, 5.99)",0.017
"(2.209, 7.187)","(2.225, 7.182)",0.017
"(2.225, 7.182)","(2.209, 7.187)",0.017
"(1.306, 9.833)","(1.322, 9.827)",0.017
"(1.322, 9.827)","(1.306, 9.833)",0.017
"(4.342, 4.988)","(4.352, 4.974)",0.017
"(3.259, 6.114)","(3.242, 6.111)",0.017
"(3.242, 6.111)","(3.259, 6.114)",0.017
"(1.097, 10.381)","(1.09, 10.365)",0.017
"(1.09, 10.365)","(1.097, 10.381)",0.017
"(1.459, 10.874)","(1.444, 10.883)",0.017
"(1.444, 10.883)","(1.459, 10.874)",0.017
"(3.937, 5.635)","(3.938, 5.653)",0.018
"(3.938, 5.653)","(3.937, 5.635)",0.018
"(4.346, 4.777)","(4.349, 4.795)",0.018
"(2.471, 6.39)","(2.453, 6.393)",0.018
"(2.453, 6.393)","(2.471, 6.39)",0.018
"(1.041, 9.878)","(1.027, 9.89)",0.018
"(1.027, 9.89)","(1.041, 9.878)",0.018
"(4.639, 1.463)","(4.634, 1.481)",0.019
"(4.634, 1.481)","(4.639, 1.463)",0.019
"(3.95, 5.568)","(3.944, 5.586)",0.019
"(3.944, 5.586)","(3.95, 5.568)",0.019
"(4.111, 4.574)","(4.092, 4.574)",0.019
"(4.092, 4.574)","(4.111, 4.574)",0.019
"(4.227, 3.277)","(4.208, 3.278)",0.019
"(4.316, 4.062)","(4.318, 4.081)",0.019
"(4.318, 4.081)","(4.316, 4.062)",0.019
"(5.293, 2.776)","(5.293, 2.756)",0.02
"(5.293, 2.756)","(5.293, 2.776)",0.02
"(1.918, 5.597)","(1.916, 5.577)",0.02
"(1.097, 10.856)","(1.117, 10.853)",0.02
"(1.117, 10.853)","(1.097, 10.856)",0.02
"(3.937, 3.199)","(3.944, 3.218)",0.02
"(3.944, 3.218)","(3.937, 3.199)",0.02
"(5.438, 2.054)","(5.421, 2.042)",0.021
"(5.421, 2.042)","(5.438, 2.054)",0.021
"(4.041, 5.964)","(4.041, 5.985)",0.021
"(4.218, 3.143)","(4.236, 3.154)",0.021
"(5.339, 2.295)","(5.357, 2.284)",0.021
"(4.236, 3.154)","(4.218, 3.143)",0.021
"(5.357, 2.284)","(5.339, 2.295)",0.021
"(4.2, 4.446)","(4.193, 4.466)",0.021
"(4.193, 4.466)","(4.2, 4.446)",0.021
"(1.372, 10.824)","(1.387, 10.809)",0.021
"(1.387, 10.809)","(1.372, 10.824)",0.021
"(4.472, 6.412)","(4.485, 6.395)",0.021
"(4.485, 6.395)","(4.472, 6.412)",0.021
"(4.314, 4.573)","(4.304, 4.592)",0.021
"(4.304, 4.592)","(4.314, 4.573)",0.021
"(1.065, 10.372)","(1.056, 10.392)",0.022
"(1.056, 10.392)","(1.065, 10.372)",0.022
"(2.315, 10.311)","(2.3, 10.295)",0.022
"(2.3, 10.295)","(2.315, 10.311)",0.022
"(3.322, 5.995)","(3.311, 6.014)",0.022
"(3.311, 6.014)","(3.322, 5.995)",0.022
"(4.178, 3.257)","(4.196, 3.27)",0.022
"(2.669, 5.699)","(2.691, 5.696)",0.022
"(2.691, 5.696)","(2.669, 5.699)",0.022
"(1.077, 9.315)","(1.095, 9.302)",0.022
"(1.095, 9.302)","(1.077, 9.315)",0.022
"(4.322, 4.998)","(4.342, 4.988)",0.022
"(3.69, 4.077)","(3.7, 4.057)",0.022
"(5.178, 2.543)","(5.158, 2.533)",0.022
"(5.158, 2.533)","(5.178, 2.543)",0.022
"(3.7, 4.057)","(3.69, 4.077)",0.022
"(4.466, 3.523)","(4.47, 3.501)",0.022
"(4.47, 3.501)","(4.466, 3.523)",0.022
"(4.55, 1.519)","(4.571, 1.527)",0.022
"(4.571, 1.527)","(4.55, 1.519)",0.022
"(4.342, 4.828)","(4.354, 4.809)",0.022
"(3.079, 5.843)","(3.101, 5.838)",0.023
"(3.101, 5.838)","(3.079, 5.843)",0.023
"(4.069, 4.667)","(4.064, 4.645)",0.023
"(4.26, 4.559)","(4.282, 4.554)",0.023
"(4.282, 4.554)","(4.26, 4.559)",0.023
"(1.191, 11.255)","(1.205, 11.273)",0.023
"(1.205, 11.273)","(1.191, 11.255)",0.023
"(5.227, 2.568)","(5.241, 2.55)",0.023
"(2.423, 5.565)","(2.401, 5.559)",0.023
"(2.401, 5.559)","(2.423, 5.565)",0.023
"(1.423, 10.948)","(1.437, 10.93)",0.023
"(1.437, 10.93)","(1.423, 10.948)",0.023
"(3.287, 4.785)","(3.298, 4.805)",0.023
"(3.298, 4.805)","(3.287, 4.785)",0.023
"(2.189, 7.241)","(2.189, 7.218)",0.023
"(2.189, 7.218)","(2.189, 7.241)",0.023
"(1.097, 9.399)","(1.097, 9.376)",0.023
"(1.097, 9.376)","(1.097, 9.399)",0.023
"(4.475, 4.741)","(4.476, 4.764)",0.023
"(4.476, 4.764)","(4.475, 4.741)",0.023
"(4.215, 3.166)","(4.218, 3.143)",0.023
"(4.37, 4.785)","(4.349, 4.795)",0.023
