og_centroid,closest_centroid,dist,cluster_id
"(4788.333, 3457.333)","(4677.0, 3452.25)",111.449,130
"(4677.0, 3452.25)","(4788.333, 3457.333)",111.449,64
"(2806.667, 3602.333)","(2916.667, 3567.667)",115.333,115
"(2916.667, 3567.667)","(2806.667, 3602.333)",115.333,20
"(6440.8, 1994.4)","(6464.75, 1871.75)",124.966,33
"(6464.75, 1871.75)","(6440.8, 1994.4)",124.966,18
"(4785.8, 3728.0)","(4899.0, 3664.0)",130.039,69
"(4899.0, 3664.0)","(4785.8, 3728.0)",130.039,8
"(2837.0, 3441.0)","(2916.667, 3567.667)",149.637,40
"(8791.667, 1197.333)","(8852.667, 1059.0)",151.186,6
"(8852.667, 1059.0)","(8791.667, 1197.333)",151.186,19
"(4907.667, 2775.556)","(4751.25, 2782.5)",156.571,2
"(4751.25, 2782.5)","(4907.667, 2775.556)",156.571,52
"(4571.0, 2800.667)","(4656.0, 2936.667)",160.378,0
"(4656.0, 2936.667)","(4571.0, 2800.667)",160.378,55
"(5567.333, 2537.0)","(5542.5, 2696.25)",161.175,95
"(5542.5, 2696.25)","(5567.333, 2537.0)",161.175,121
"(8630.0, 1187.4)","(8791.667, 1197.333)",161.972,73
"(8676.5, 1031.0)","(8630.0, 1187.4)",163.166,31
"(5006.5, 3086.5)","(5098.8, 3221.8)",163.785,66
"(5098.8, 3221.8)","(5006.5, 3086.5)",163.785,37
"(5193.667, 3374.667)","(5098.8, 3221.8)",179.911,118
"(2659.0, 3407.0)","(2837.0, 3441.0)",181.218,117
"(6283.4, 1834.2)","(6464.75, 1871.75)",185.197,5
"(4851.0, 3265.6)","(4788.333, 3457.333)",201.715,17
"(8420.25, 1351.25)","(8632.25, 1418.5)",222.411,30
"(8632.25, 1418.5)","(8420.25, 1351.25)",222.411,86
"(5346.167, 3208.5)","(5193.667, 3374.667)",225.538,63
"(2441.4, 3336.2)","(2659.0, 3407.0)",228.828,22
"(8922.6, 839.2)","(8852.667, 1059.0)",230.657,23
"(5367.75, 2390.25)","(5567.333, 2537.0)",247.728,27
"(2719.556, 3838.333)","(2806.667, 3602.333)",251.564,16
"(2156.667, 4801.667)","(2411.5, 4826.25)",256.016,3
"(2411.5, 4826.25)","(2156.667, 4801.667)",256.016,99
"(2349.333, 5087.333)","(2411.5, 4826.25)",268.383,60
"(1887.667, 4897.667)","(2156.667, 4801.667)",285.617,140
"(3558.0, 4042.25)","(3839.25, 3976.25)",288.89,4
"(3839.25, 3976.25)","(3558.0, 4042.25)",288.89,144
"(4443.667, 3736.333)","(4188.75, 3577.25)",300.483,79
"(4188.75, 3577.25)","(4443.667, 3736.333)",300.483,150
"(3756.5, 3146.25)","(3911.0, 2842.667)",340.636,93
"(3911.0, 2842.667)","(3756.5, 3146.25)",340.636,112
"(2409.0, 3690.333)","(2719.556, 3838.333)",344.019,39
"(9545.2, 1112.2)","(9802.0, 859.5)",360.283,11
"(9802.0, 859.5)","(9545.2, 1112.2)",360.283,32
"(9266.0, 1355.667)","(9545.2, 1112.2)",370.444,1
"(4983.333, 2409.0)","(4907.667, 2775.556)",374.284,124
"(8038.833, 1211.667)","(8420.25, 1351.25)",406.155,35
"(9147.667, 1767.0)","(9266.0, 1355.667)",428.016,290
"(2312.667, 4395.167)","(2156.667, 4801.667)",435.406,47
"(7771.8, 627.8)","(8038.833, 1211.667)",642.034,123
"(5550.333, 3975.667)","(5193.667, 3374.667)",698.865,15
"(7407.0, 1845.333)","(8038.833, 1211.667)",894.845,36
"(1072.75, 4114.0)","(1887.667, 4897.667)",1130.585,68
