og_centroid,closest_centroid,dist,cluster_id
"(3549.333, 3446.0)","(3438.75, 3410.25)",116.218,84.0
"(3438.75, 3410.25)","(3549.333, 3446.0)",116.218,58.0
"(3615.333, 3288.333)","(3549.333, 3446.0)",170.924,46.0
"(1894.333, 2337.667)","(2019.667, 2582.0)",274.604,16.0
"(2019.667, 2582.0)","(1894.333, 2337.667)",274.604,32.0
"(64.0, 3240.0)","(93.333, 3518.333)",279.874,15.0
"(93.333, 3518.333)","(64.0, 3240.0)",279.874,175.0
"(315.667, 199.667)","(32.667, 221.667)",283.854,51.0
"(32.667, 221.667)","(315.667, 199.667)",283.854,89.0
"(591.0, 812.333)","(495.333, 523.0)",304.739,11.0
"(495.333, 523.0)","(591.0, 812.333)",304.739,35.0
"(138.333, 508.667)","(32.667, 221.667)",305.834,28.0
"(1729.0, 2724.667)","(2019.667, 2582.0)",323.792,24.0
"(3184.667, 3623.0)","(3438.75, 3410.25)",331.392,22.0
"(3761.667, 3726.333)","(3549.333, 3446.0)",351.671,44.0
"(966.667, 1234.0)","(826.5, 1595.75)",387.956,104.0
"(826.5, 1595.75)","(966.667, 1234.0)",387.956,31.0
"(3442.25, 2932.0)","(3615.333, 3288.333)",396.145,20.0
"(3479.0, 2454.0)","(3442.25, 2932.0)",479.411,135.0
"(1415.0, 2194.667)","(1894.333, 2337.667)",500.209,14.0
"(1347.667, 3155.0)","(1729.0, 2724.667)",574.979,1.0
"(2351.0, 3198.0)","(2019.667, 2582.0)",699.455,62.0
"(3467.0, 738.667)","(3558.0, 1456.333)",723.412,9.0
"(3558.0, 1456.333)","(3467.0, 738.667)",723.412,25.0
"(33.0, 1955.667)","(826.5, 1595.75)",871.311,5.0
"(2240.0, 1478.667)","(1894.333, 2337.667)",925.941,119.0
"(2252.0, 183.667)","(2240.0, 1478.667)",1295.056,73.0
