og_coord,closest_coord,dist
"(4941, 4785)","(4943.0, 4784.0)",2.236
"(4943, 4784)","(4941.0, 4785.0)",2.236
"(4714, 5304)","(4698.0, 5303.0)",16.031
"(4698, 5303)","(4714.0, 5304.0)",16.031
"(6636, 6505)","(6635.0, 6553.0)",48.01
"(6635, 6553)","(6636.0, 6505.0)",48.01
"(2501, 1415)","(2544.0, 1448.0)",54.203
"(2544, 1448)","(2501.0, 1415.0)",54.203
"(2089, 1783)","(2049.0, 1744.0)",55.866
"(2049, 1744)","(2089.0, 1783.0)",55.866
"(1866, 1498)","(1892.0, 1426.0)",76.551
"(1892, 1426)","(1866.0, 1498.0)",76.551
"(6606, 6428)","(6636.0, 6505.0)",82.638
"(4237, 3772)","(4301.0, 3825.0)",83.096
"(4301, 3825)","(4237.0, 3772.0)",83.096
"(4796, 5260)","(4714.0, 5304.0)",93.059
"(5503, 4847)","(5442.0, 4918.0)",93.606
"(5442, 4918)","(5503.0, 4847.0)",93.606
"(7446, 7088)","(7493.0, 7169.0)",93.648
"(7493, 7169)","(7446.0, 7088.0)",93.648
"(3309, 2599)","(3229.0, 2655.0)",97.652
"(3229, 2655)","(3309.0, 2599.0)",97.652
"(5401, 5833)","(5314.0, 5774.0)",105.119
"(5314, 5774)","(5401.0, 5833.0)",105.119
"(4355, 4061)","(4368.0, 3956.0)",105.802
"(4368, 3956)","(4355.0, 4061.0)",105.802
"(4925, 4672)","(4943.0, 4784.0)",113.437
"(1998, 1619)","(1920.0, 1710.0)",119.854
"(1920, 1710)","(1998.0, 1619.0)",119.854
"(6405, 6349)","(6477.0, 6252.0)",120.801
"(6477, 6252)","(6405.0, 6349.0)",120.801
"(6306, 5925)","(6293.0, 6050.0)",125.674
"(6293, 6050)","(6306.0, 5925.0)",125.674
"(1969, 1324)","(1892.0, 1426.0)",127.801
"(6767, 6468)","(6636.0, 6505.0)",136.125
"(2399, 2477)","(2323.0, 2363.0)",137.011
"(2323, 2363)","(2399.0, 2477.0)",137.011
"(3651, 3393)","(3702.0, 3244.0)",157.487
"(3702, 3244)","(3651.0, 3393.0)",157.487
"(5461, 5685)","(5401.0, 5833.0)",159.7
"(3131, 2402)","(3079.0, 2553.0)",159.703
"(3079, 2553)","(3131.0, 2402.0)",159.703
"(7628, 7571)","(7693.0, 7418.0)",166.235
"(7693, 7418)","(7628.0, 7571.0)",166.235
"(6455, 5999)","(6306.0, 5925.0)",166.364
"(5664, 5371)","(5580.0, 5212.0)",179.825
"(5580, 5212)","(5664.0, 5371.0)",179.825
"(7424, 6698)","(7240.0, 6712.0)",184.532
"(7240, 6712)","(7424.0, 6698.0)",184.532
"(3253, 2840)","(3229.0, 2655.0)",186.55
"(6108, 6023)","(6293.0, 6050.0)",186.96
"(3564, 4003)","(3434.0, 4143.0)",191.05
"(3434, 4143)","(3564.0, 4003.0)",191.05
"(3789, 3538)","(3651.0, 3393.0)",200.172
"(1613, 619)","(1484.0, 774.0)",201.658
"(1484, 774)","(1613.0, 619.0)",201.658
"(7483, 7377)","(7493.0, 7169.0)",208.24
"(7277, 7339)","(7483.0, 7377.0)",209.476
"(3956, 3671)","(3789.0, 3538.0)",213.49
"(2322, 1896)","(2256.0, 2106.0)",220.127
"(2256, 2106)","(2322.0, 1896.0)",220.127
"(1930, 1040)","(2107.0, 902.0)",224.439
"(2107, 902)","(1930.0, 1040.0)",224.439
"(2430, 1201)","(2501.0, 1415.0)",225.471
"(5747, 5050)","(5580.0, 5212.0)",232.665
"(2432, 1665)","(2544.0, 1448.0)",244.199
"(4995, 5113)","(4796.0, 5260.0)",247.407
"(7862, 7232)","(7693.0, 7418.0)",251.311
"(4104, 3996)","(4355.0, 4061.0)",259.28
"(6835, 6736)","(6635.0, 6553.0)",271.089
"(4396, 4333)","(4355.0, 4061.0)",275.073
"(5188, 5313)","(4995.0, 5113.0)",277.937
"(1891, 554)","(1613.0, 619.0)",285.498
"(2790, 2556)","(3079.0, 2553.0)",289.016
"(3157, 3792)","(3404.0, 3638.0)",291.076
"(3404, 3638)","(3157.0, 3792.0)",291.076
"(2736, 2848)","(2790.0, 2556.0)",296.951
"(4611, 4993)","(4698.0, 5303.0)",321.977
"(2719, 1834)","(2432.0, 1665.0)",333.062
"(3370, 2029)","(3131.0, 2402.0)",443.001
"(6450, 7014)","(6835.0, 6736.0)",474.878
"(3892, 4498)","(4396.0, 4333.0)",530.322
