og_coord,closest_coord,dist
"(3157, 2416)","(3146.0, 2413.0)",11.402
"(3146, 2413)","(3157.0, 2416.0)",11.402
"(1551, 1203)","(1564.0, 1205.0)",13.153
"(1564, 1205)","(1551.0, 1203.0)",13.153
"(2470, 1045)","(2460.0, 1055.0)",14.142
"(2460, 1055)","(2470.0, 1045.0)",14.142
"(3228, 1100)","(3241.0, 1092.0)",15.264
"(3241, 1092)","(3228.0, 1100.0)",15.264
"(1983, 1533)","(1998.0, 1530.0)",15.297
"(1998, 1530)","(1983.0, 1533.0)",15.297
"(543, 2845)","(529.0, 2834.0)",17.804
"(529, 2834)","(543.0, 2845.0)",17.804
"(1155, 1842)","(1148.0, 1825.0)",18.385
"(1148, 1825)","(1155.0, 1842.0)",18.385
"(663, 1105)","(651.0, 1091.0)",18.439
"(651, 1091)","(663.0, 1105.0)",18.439
"(1132, 1815)","(1148.0, 1825.0)",18.868
"(2701, 3513)","(2720.0, 3514.0)",19.026
"(2720, 3514)","(2701.0, 3513.0)",19.026
"(2195, 1162)","(2204.0, 1142.0)",21.932
"(3449, 3290)","(3433.0, 3305.0)",21.932
"(3433, 3305)","(3449.0, 3290.0)",21.932
"(2204, 1142)","(2195.0, 1162.0)",21.932
"(1138, 2122)","(1120.0, 2136.0)",22.804
"(1120, 2136)","(1138.0, 2122.0)",22.804
"(830, 1549)","(847.0, 1529.0)",26.249
"(1256, 1319)","(1273.0, 1339.0)",26.249
"(1273, 1339)","(1256.0, 1319.0)",26.249
"(847, 1529)","(830.0, 1549.0)",26.249
"(80, 1847)","(106.0, 1853.0)",26.683
"(106, 1853)","(80.0, 1847.0)",26.683
"(1795, 2214)","(1822.0, 2210.0)",27.295
"(1822, 2210)","(1795.0, 2214.0)",27.295
"(3218, 1497)","(3240.0, 1480.0)",27.803
"(3240, 1480)","(3218.0, 1497.0)",27.803
"(2147, 1483)","(2150.0, 1512.0)",29.155
"(2150, 1512)","(2147.0, 1483.0)",29.155
"(1383, 243)","(1353.0, 241.0)",30.067
"(1353, 241)","(1383.0, 243.0)",30.067
"(1096, 104)","(1081.0, 132.0)",31.765
"(1081, 132)","(1096.0, 104.0)",31.765
"(1216, 1552)","(1225.0, 1583.0)",32.28
"(1225, 1583)","(1216.0, 1552.0)",32.28
"(1074, 981)","(1074.0, 1015.0)",34.0
"(1074, 1015)","(1074.0, 981.0)",34.0
"(565, 927)","(579.0, 958.0)",34.015
"(579, 958)","(565.0, 927.0)",34.015
"(1268, 1619)","(1235.0, 1628.0)",34.205
"(1235, 1628)","(1268.0, 1619.0)",34.205
"(2249, 497)","(2255.0, 463.0)",34.525
"(2255, 463)","(2249.0, 497.0)",34.525
"(2589, 3795)","(2568.0, 3823.0)",35.0
"(2568, 3823)","(2589.0, 3795.0)",35.0
"(3197, 2676)","(3217.0, 2647.0)",35.228
"(3217, 2647)","(3197.0, 2676.0)",35.228
"(3763, 1356)","(3786.0, 1329.0)",35.468
"(3786, 1329)","(3763.0, 1356.0)",35.468
"(2766, 3321)","(2788.0, 3293.0)",35.609
"(2788, 3293)","(2766.0, 3321.0)",35.609
"(3465, 2536)","(3439.0, 2561.0)",36.069
"(3439, 2561)","(3465.0, 2536.0)",36.069
"(2134, 2122)","(2125.0, 2158.0)",37.108
"(2125, 2158)","(2134.0, 2122.0)",37.108
"(2564, 2255)","(2526.0, 2259.0)",38.21
"(2526, 2259)","(2564.0, 2255.0)",38.21
"(2264, 2335)","(2284.0, 2300.0)",40.311
"(2284, 2300)","(2264.0, 2335.0)",40.311
"(1478, 880)","(1502.0, 914.0)",41.617
"(1502, 914)","(1478.0, 880.0)",41.617
"(3152, 3466)","(3192.0, 3478.0)",41.761
"(3192, 3478)","(3152.0, 3466.0)",41.761
"(1369, 1173)","(1335.0, 1199.0)",42.802
"(1335, 1199)","(1369.0, 1173.0)",42.802
"(3027, 1274)","(3051.0, 1238.0)",43.267
"(3051, 1238)","(3027.0, 1274.0)",43.267
"(551, 2101)","(532.0, 2061.0)",44.283
"(532, 2061)","(551.0, 2101.0)",44.283
"(285, 2056)","(330.0, 2048.0)",45.706
"(330, 2048)","(285.0, 2056.0)",45.706
"(3144, 2484)","(3190.0, 2476.0)",46.69
"(3190, 2476)","(3144.0, 2484.0)",46.69
"(2342, 595)","(2387.0, 581.0)",47.127
"(2387, 581)","(2342.0, 595.0)",47.127
"(3259, 2625)","(3217.0, 2647.0)",47.413
"(1430, 257)","(1383.0, 243.0)",49.041
"(1162, 2079)","(1138.0, 2122.0)",49.244
"(2334, 3174)","(2349.0, 3127.0)",49.336
"(2349, 3127)","(2334.0, 3174.0)",49.336
"(583, 2874)","(543.0, 2845.0)",49.406
"(2443, 859)","(2412.0, 898.0)",49.82
"(2412, 898)","(2443.0, 859.0)",49.82
"(3600, 2198)","(3550.0, 2201.0)",50.09
"(3550, 2201)","(3600.0, 2198.0)",50.09
"(1872, 164)","(1921.0, 176.0)",50.448
"(1921, 176)","(1872.0, 164.0)",50.448
"(1611, 3546)","(1564.0, 3527.0)",50.695
"(1564, 3527)","(1611.0, 3546.0)",50.695
"(1645, 1990)","(1693.0, 1973.0)",50.922
"(1693, 1973)","(1645.0, 1990.0)",50.922
"(3685, 2798)","(3651.0, 2760.0)",50.99
"(3651, 2760)","(3685.0, 2798.0)",50.99
"(1575, 3583)","(1611.0, 3546.0)",51.624
"(2529, 3858)","(2568.0, 3823.0)",52.402
"(3614, 2026)","(3652.0, 1989.0)",53.038
"(501, 3045)","(538.0, 3083.0)",53.038
"(538, 3083)","(501.0, 3045.0)",53.038
"(3652, 1989)","(3614.0, 2026.0)",53.038
"(3337, 421)","(3386.0, 400.0)",53.31
"(3386, 400)","(3337.0, 421.0)",53.31
"(1730, 2934)","(1784.0, 2933.0)",54.009
"(1784, 2933)","(1730.0, 2934.0)",54.009
"(1249, 154)","(1257.0, 209.0)",55.579
"(1257, 209)","(1249.0, 154.0)",55.579
"(2531, 2179)","(2519.0, 2124.0)",56.294
"(2519, 2124)","(2531.0, 2179.0)",56.294
"(2315, 2359)","(2264.0, 2335.0)",56.365
"(2971, 2116)","(2993.0, 2168.0)",56.462
"(2993, 2168)","(2971.0, 2116.0)",56.462
"(1203, 1497)","(1216.0, 1552.0)",56.515
"(1130, 2193)","(1120.0, 2136.0)",57.871
"(2653, 1311)","(2596.0, 1323.0)",58.249
"(2596, 1323)","(2653.0, 1311.0)",58.249
"(2344, 841)","(2292.0, 868.0)",58.592
"(2292, 868)","(2344.0, 841.0)",58.592
"(335, 2116)","(392.0, 2097.0)",60.083
"(392, 2097)","(335.0, 2116.0)",60.083
"(490, 2018)","(532.0, 2061.0)",60.108
"(598, 2140)","(551.0, 2101.0)",61.074
"(2972, 227)","(3023.0, 192.0)",61.855
"(3023, 192)","(2972.0, 227.0)",61.855
"(1041, 2438)","(1052.0, 2377.0)",61.984
"(1052, 2377)","(1041.0, 2438.0)",61.984
"(3234, 343)","(3248.0, 282.0)",62.586
"(3248, 282)","(3234.0, 343.0)",62.586
"(542, 2168)","(598.0, 2140.0)",62.61
