og_coord,closest_coord,dist
"(658, 21)","(655.0, 33.0)",12.369
"(655, 33)","(658.0, 21.0)",12.369
"(2819, 1041)","(2811.0, 1029.0)",14.422
"(2811, 1029)","(2819.0, 1041.0)",14.422
"(783, 1053)","(780.0, 1035.0)",18.248
"(780, 1035)","(783.0, 1053.0)",18.248
"(2543, 3730)","(2524.0, 3730.0)",19.0
"(2524, 3730)","(2543.0, 3730.0)",19.0
"(3651, 1929)","(3632.0, 1932.0)",19.235
"(3632, 1932)","(3651.0, 1929.0)",19.235
"(3152, 1136)","(3142.0, 1119.0)",19.723
"(3142, 1119)","(3152.0, 1136.0)",19.723
"(2621, 1116)","(2600.0, 1119.0)",21.213
"(183, 2440)","(204.0, 2443.0)",21.213
"(2600, 1119)","(2621.0, 1116.0)",21.213
"(204, 2443)","(183.0, 2440.0)",21.213
"(3113, 1883)","(3097.0, 1898.0)",21.932
"(3097, 1898)","(3113.0, 1883.0)",21.932
"(3259, 2038)","(3261.0, 2015.0)",23.087
"(3261, 2015)","(3259.0, 2038.0)",23.087
"(3082, 1662)","(3059.0, 1657.0)",23.537
"(3059, 1657)","(3082.0, 1662.0)",23.537
"(3315, 2548)","(3325.0, 2570.0)",24.166
"(3325, 2570)","(3315.0, 2548.0)",24.166
"(3778, 1519)","(3798.0, 1504.0)",25.0
"(3798, 1504)","(3778.0, 1519.0)",25.0
"(3094, 1684)","(3082.0, 1662.0)",25.06
"(233, 162)","(214.0, 144.0)",26.173
"(214, 144)","(233.0, 162.0)",26.173
"(3448, 400)","(3427.0, 416.0)",26.401
"(3427, 416)","(3448.0, 400.0)",26.401
"(2026, 931)","(2035.0, 958.0)",28.46
"(2035, 958)","(2026.0, 931.0)",28.46
"(1137, 1247)","(1113.0, 1264.0)",29.411
"(1113, 1264)","(1137.0, 1247.0)",29.411
"(2203, 2455)","(2186.0, 2431.0)",29.411
"(2186, 2431)","(2203.0, 2455.0)",29.411
"(3234, 371)","(3212.0, 391.0)",29.732
"(3212, 391)","(3234.0, 371.0)",29.732
"(3224, 3745)","(3194.0, 3748.0)",30.15
"(3194, 3748)","(3224.0, 3745.0)",30.15
"(1192, 308)","(1204.0, 278.0)",32.311
"(1204, 278)","(1192.0, 308.0)",32.311
"(3216, 3594)","(3246.0, 3607.0)",32.696
"(3246, 3607)","(3216.0, 3594.0)",32.696
"(1909, 559)","(1908.0, 592.0)",33.015
"(1908, 592)","(1909.0, 559.0)",33.015
"(3295, 2270)","(3266.0, 2286.0)",33.121
"(3266, 2286)","(3295.0, 2270.0)",33.121
"(3663, 1960)","(3651.0, 1929.0)",33.242
"(1706, 1180)","(1696.0, 1148.0)",33.526
"(1696, 1148)","(1706.0, 1180.0)",33.526
"(3733, 3352)","(3764.0, 3338.0)",34.015
"(3764, 3338)","(3733.0, 3352.0)",34.015
"(2361, 770)","(2352.0, 803.0)",34.205
"(2352, 803)","(2361.0, 770.0)",34.205
"(2275, 919)","(2243.0, 932.0)",34.54
"(2243, 932)","(2275.0, 919.0)",34.54
"(2322, 462)","(2338.0, 429.0)",36.674
"(2338, 429)","(2322.0, 462.0)",36.674
"(163, 3557)","(149.0, 3591.0)",36.77
"(149, 3591)","(163.0, 3557.0)",36.77
"(1816, 241)","(1792.0, 212.0)",37.643
"(1792, 212)","(1816.0, 241.0)",37.643
"(3022, 2192)","(2991.0, 2214.0)",38.013
"(2991, 2214)","(3022.0, 2192.0)",38.013
"(1806, 3717)","(1780.0, 3689.0)",38.21
"(1780, 3689)","(1806.0, 3717.0)",38.21
"(2310, 902)","(2275.0, 919.0)",38.91
"(1468, 3651)","(1458.0, 3613.0)",39.294
"(1458, 3613)","(1468.0, 3651.0)",39.294
"(3207, 3709)","(3224.0, 3745.0)",39.812
"(695, 1188)","(729.0, 1209.0)",39.962
"(729, 1209)","(695.0, 1188.0)",39.962
"(3226, 2283)","(3266.0, 2286.0)",40.112
"(1892, 1564)","(1929.0, 1547.0)",40.719
"(1929, 1547)","(1892.0, 1564.0)",40.719
"(1110, 1306)","(1113.0, 1264.0)",42.107
"(3045, 715)","(3083.0, 696.0)",42.485
"(3083, 696)","(3045.0, 715.0)",42.485
"(2380, 1185)","(2422.0, 1192.0)",42.579
"(2422, 1192)","(2380.0, 1185.0)",42.579
"(3067, 2195)","(3022.0, 2192.0)",45.1
"(601, 2959)","(628.0, 2996.0)",45.804
"(628, 2996)","(601.0, 2959.0)",45.804
"(1133, 3184)","(1130.0, 3138.0)",46.098
"(1130, 3138)","(1133.0, 3184.0)",46.098
"(897, 413)","(853.0, 399.0)",46.174
"(853, 399)","(897.0, 413.0)",46.174
"(1233, 3403)","(1219.0, 3450.0)",49.041
"(1219, 3450)","(1233.0, 3403.0)",49.041
"(377, 3560)","(332.0, 3580.0)",49.244
"(332, 3580)","(377.0, 3560.0)",49.244
"(2644, 2500)","(2628.0, 2453.0)",49.649
"(2628, 2453)","(2644.0, 2500.0)",49.649
"(1362, 575)","(1353.0, 526.0)",49.82
"(1353, 526)","(1362.0, 575.0)",49.82
"(1823, 3663)","(1780.0, 3689.0)",50.249
"(610, 2430)","(628.0, 2477.0)",50.329
"(628, 2477)","(610.0, 2430.0)",50.329
"(674, 1234)","(695.0, 1188.0)",50.567
"(2729, 3519)","(2734.0, 3570.0)",51.245
"(2734, 3570)","(2729.0, 3519.0)",51.245
"(2338, 1217)","(2380.0, 1185.0)",52.802
"(2625, 2550)","(2644.0, 2500.0)",53.488
"(375, 1996)","(360.0, 2048.0)",54.12
"(360, 2048)","(375.0, 1996.0)",54.12
"(3767, 403)","(3712.0, 402.0)",55.009
"(3712, 402)","(3767.0, 403.0)",55.009
