og_coord,closest_coord,dist
"(4123, 5266)","(4077, 5122)",151.169
"(2990, 2775)","(3206, 2776)",216.002
"(5890, 6133)","(6068, 6358)",286.895
"(1545, 691)","(1454, 674)",92.574
"(1454, 674)","(1545, 691)",92.574
"(2380, 1539)","(2387, 1684)",145.169
"(4077, 5122)","(4123, 5266)",151.169
"(2892, 2083)","(2927, 2171)",94.705
"(7198, 7407)","(7193, 7446)",39.319
"(6195, 6332)","(6068, 6358)",129.634
"(4052, 3928)","(4179, 3900)",130.05
"(2929, 2486)","(2963, 2466)",39.446
"(7774, 7480)","(7627, 7423)",157.664
"(6068, 6358)","(6195, 6332)",129.634
"(7416, 7427)","(7289, 7487)",140.46
"(5091, 5580)","(4919, 5745)",238.346
"(3209, 2624)","(3286, 2668)",88.685
"(6942, 6053)","(6803, 6345)",323.396
"(7188, 7166)","(7127, 7093)",95.131
"(4377, 4401)","(4467, 4639)",254.448
"(5185, 5070)","(5274, 5148)",118.343
"(2963, 2466)","(2929, 2486)",39.446
"(5965, 6502)","(6068, 6358)",177.045
"(3794, 3728)","(3951, 3713)",157.715
"(7627, 7423)","(7774, 7480)",157.664
"(7127, 7093)","(7188, 7166)",95.131
"(2544, 2528)","(2375, 2343)",250.571
"(2361, 1991)","(2269, 1879)",144.941
"(2215, 1051)","(2245, 1190)",142.201
"(5473, 5045)","(5464, 5135)",90.449
"(4645, 4255)","(4468, 4065)",259.671
"(3942, 5375)","(4123, 5266)",211.287
"(2245, 1190)","(2215, 1051)",142.201
"(6269, 6999)","(6768, 6825)",528.467
"(5464, 5135)","(5518, 5132)",54.083
"(3895, 4381)","(4225, 4108)",428.286
"(5559, 5665)","(5676, 5539)",171.945
"(2273, 2213)","(2375, 2343)",165.239
"(4919, 5745)","(5091, 5580)",238.346
"(4215, 3737)","(4179, 3900)",166.928
"(7503, 6654)","(7573, 6840)",198.736
"(5274, 5148)","(5185, 5070)",118.343
"(4468, 4065)","(4225, 4108)",246.775
"(5518, 5132)","(5464, 5135)",54.083
"(6768, 6825)","(7124, 6940)",374.114
"(4179, 3900)","(4052, 3928)",130.05
"(4467, 4639)","(4377, 4401)",254.448
"(5369, 5253)","(5274, 5148)",141.598
"(7646, 7681)","(7774, 7480)",238.296
"(6333, 5747)","(5980, 5848)",367.165
"(3087, 3912)","(3794, 3728)",730.551
"(4487, 5079)","(4445, 5136)",70.803
"(4445, 5136)","(4487, 5079)",70.803
"(5980, 5848)","(5916, 5704)",157.582
"(4761, 5211)","(4994, 5330)",261.63
"(4994, 5330)","(4761, 5211)",261.63
"(3286, 2668)","(3209, 2624)",88.685
"(3235, 2253)","(2927, 2171)",318.729
"(7289, 7487)","(7193, 7446)",104.389
"(6803, 6345)","(6942, 6053)",323.396
"(5676, 5539)","(5559, 5665)",171.945
"(7639, 7229)","(7627, 7423)",194.371
"(7124, 6940)","(7127, 7093)",153.029
"(8055, 7321)","(7931, 7112)",243.016
"(7193, 7446)","(7198, 7407)",39.319
"(2802, 2019)","(2892, 2083)",110.436
"(2375, 2343)","(2273, 2213)",165.239
"(3951, 3713)","(3794, 3728)",157.715
"(7573, 6840)","(7503, 6654)",198.736
"(7180, 6415)","(6803, 6345)",383.444
"(7931, 7112)","(8055, 7321)",243.016
"(7294, 7292)","(7198, 7407)",149.803
"(5916, 5704)","(5980, 5848)",157.582
"(2387, 1684)","(2380, 1539)",145.169
"(3206, 2776)","(3286, 2668)",134.402
"(2269, 1879)","(2361, 1991)",144.941
"(1230, 756)","(1454, 674)",238.537
"(2927, 2171)","(2892, 2083)",94.705
"(4225, 4108)","(4179, 3900)",213.026
"(4397, 5070)","(4445, 5136)",81.609
"(2048, 1453)","(2245, 1190)",328.6
"(3861, 3264)","(3951, 3713)",457.931
