og_centroid,closest_centroid,dist,cluster_id
"(1.592, 1.185)","(1.515, 1.227)",0.088,163
"(1.515, 1.227)","(1.592, 1.185)",0.088,3
"(1.132, 2.629)","(1.072, 2.557)",0.093,70
"(1.072, 2.557)","(1.132, 2.629)",0.093,32
"(2.285, 2.63)","(2.326, 2.542)",0.098,45
"(2.326, 2.542)","(2.285, 2.63)",0.098,17
"(1.499, 2.472)","(1.422, 2.534)",0.099,23
"(1.422, 2.534)","(1.499, 2.472)",0.099,94
"(1.724, 1.816)","(1.824, 1.808)",0.1,22
"(1.824, 1.808)","(1.724, 1.816)",0.1,65
"(0.822, 1.144)","(0.827, 1.25)",0.106,46
"(0.827, 1.25)","(0.822, 1.144)",0.106,13
"(2.108, 2.074)","(2.009, 2.112)",0.106,18
"(2.009, 2.112)","(2.108, 2.074)",0.106,7
"(0.989, 0.817)","(1.091, 0.76)",0.116,37
"(1.091, 0.76)","(0.989, 0.817)",0.116,25
"(3.287, 3.883)","(3.339, 3.777)",0.118,81
"(3.339, 3.777)","(3.287, 3.883)",0.118,90
"(1.606, 2.523)","(1.499, 2.472)",0.118,16
"(0.588, 2.598)","(0.485, 2.662)",0.121,59
"(0.485, 2.662)","(0.588, 2.598)",0.121,2
"(1.147, 2.46)","(1.072, 2.557)",0.124,87
"(3.113, 4.018)","(2.993, 3.986)",0.124,80
"(2.993, 3.986)","(3.113, 4.018)",0.124,64
"(2.097, 2.687)","(2.035, 2.797)",0.126,33
"(2.035, 2.797)","(2.097, 2.687)",0.126,19
"(2.107, 2.902)","(2.035, 2.797)",0.127,48
"(3.34, 3.638)","(3.215, 3.674)",0.13,34
"(3.215, 3.674)","(3.34, 3.638)",0.13,0
"(1.7, 1.107)","(1.592, 1.185)",0.133,11
"(2.303, 1.854)","(2.227, 1.742)",0.136,12
"(2.227, 1.742)","(2.303, 1.854)",0.136,44
"(2.0, 1.296)","(1.925, 1.415)",0.141,97
"(1.925, 1.415)","(2.0, 1.296)",0.141,52
"(1.695, 2.092)","(1.84, 2.098)",0.145,20
"(1.84, 2.098)","(1.695, 2.092)",0.145,35
"(0.942, 1.058)","(0.822, 1.144)",0.148,1
"(2.412, 1.749)","(2.303, 1.854)",0.151,21
"(3.446, 3.369)","(3.303, 3.427)",0.154,105
"(3.303, 3.427)","(3.446, 3.369)",0.154,41
"(2.264, 2.08)","(2.108, 2.074)",0.156,10
"(2.047, 1.68)","(2.027, 1.839)",0.16,9
"(2.027, 1.839)","(2.047, 1.68)",0.16,4
"(1.844, 2.401)","(2.001, 2.353)",0.164,67
"(2.001, 2.353)","(1.844, 2.401)",0.164,96
"(2.171, 1.321)","(2.0, 1.296)",0.173,36
"(2.238, 3.018)","(2.107, 2.902)",0.176,68
"(1.404, 2.709)","(1.422, 2.534)",0.176,43
"(2.2, 2.321)","(2.154, 2.493)",0.179,6
"(2.154, 2.493)","(2.2, 2.321)",0.179,31
"(2.398, 2.769)","(2.285, 2.63)",0.179,76
"(1.74, 1.424)","(1.925, 1.415)",0.186,73
"(3.008, 3.636)","(3.215, 3.674)",0.21,8
"(1.06, 2.26)","(1.147, 2.46)",0.218,40
"(1.357, 1.686)","(1.433, 1.894)",0.222,5
"(1.433, 1.894)","(1.357, 1.686)",0.222,79
"(3.016, 3.411)","(3.008, 3.636)",0.225,47
"(1.288, 2.229)","(1.06, 2.26)",0.23,38
"(1.321, 1.36)","(1.515, 1.227)",0.235,14
"(0.409, 2.436)","(0.485, 2.662)",0.238,29
"(0.828, 0.636)","(0.989, 0.817)",0.243,30
"(2.647, 3.289)","(2.53, 3.524)",0.262,147
"(2.53, 3.524)","(2.647, 3.289)",0.262,39
"(2.534, 3.003)","(2.398, 2.769)",0.27,15
"(2.629, 2.625)","(2.398, 2.769)",0.272,28
"(2.329, 1.044)","(2.171, 1.321)",0.319,92
"(0.761, 1.607)","(0.827, 1.25)",0.364,129
"(0.467, 1.064)","(0.822, 1.144)",0.364,192
"(3.447, 4.214)","(3.287, 3.883)",0.368,181
"(2.605, 4.207)","(2.993, 3.986)",0.447,95
"(2.721, 1.294)","(2.329, 1.044)",0.465,27
