og_coord,closest_coord,dist
"(4005, 3445)","(3984, 3663)",219.009
"(2029, 1264)","(2147, 1327)",133.765
"(5470, 5828)","(5653, 5784)",188.215
"(3083, 2296)","(2951, 2180)",175.727
"(6188, 5981)","(6067, 5996)",121.926
"(4343, 4335)","(4158, 4190)",235.053
"(3124, 2555)","(3141, 2529)",31.064
"(6385, 6194)","(6357, 5952)",243.614
"(4454, 4670)","(4391, 4909)",247.164
"(2974, 2156)","(2951, 2180)",33.242
"(5723, 6099)","(5960, 6197)",256.462
"(2786, 2791)","(2910, 2667)",175.362
"(6707, 6151)","(6869, 5970)",242.909
"(5520, 4872)","(5705, 4758)",217.304
"(3408, 3833)","(3494, 3852)",88.074
"(2464, 1770)","(2276, 1723)",193.786
"(1536, 579)","(1959, 972)",577.389
"(5040, 5184)","(4983, 5276)",108.227
"(3147, 3364)","(3408, 3833)",536.733
"(5960, 6197)","(5995, 6221)",42.438
"(4391, 4909)","(4454, 4670)",247.164
"(3903, 4483)","(4158, 4190)",388.425
"(6584, 5855)","(6357, 5952)",246.856
"(2027, 979)","(1959, 972)",68.359
"(2742, 1785)","(2464, 1770)",278.404
"(3483, 2303)","(3083, 2296)",400.061
"(4687, 5352)","(4795, 5133)",244.182
"(2324, 1621)","(2276, 1723)",112.73
"(6067, 5996)","(6188, 5981)",121.926
"(2277, 1034)","(2027, 979)",255.979
"(6129, 6415)","(6264, 6458)",141.683
"(6754, 6548)","(6595, 6448)",187.832
"(5653, 5784)","(5470, 5828)",188.215
"(3984, 3663)","(4005, 3445)",219.009
"(2647, 2419)","(2629, 2543)",125.3
"(3141, 2529)","(3124, 2555)",31.064
"(2147, 1327)","(2029, 1264)",133.765
"(6975, 6710)","(6877, 6852)",172.534
"(3789, 4102)","(3994, 4009)",225.109
"(4795, 5133)","(4620, 5048)",194.551
"(2276, 1723)","(2324, 1621)",112.73
"(3809, 3241)","(4005, 3445)",282.899
"(5003, 5563)","(4983, 5276)",287.696
"(2378, 2537)","(2423, 2498)",59.548
"(2867, 2589)","(2910, 2667)",89.067
"(6357, 5952)","(6188, 5981)",171.47
"(4620, 5048)","(4795, 5133)",194.551
"(2951, 2180)","(2974, 2156)",33.242
"(5644, 5081)","(5458, 5134)",193.404
"(5576, 5429)","(5320, 5543)",280.236
"(6595, 6448)","(6754, 6548)",187.832
"(3506, 3968)","(3494, 3852)",116.619
"(8028, 7194)","(7829, 7230)",202.23
"(6877, 6852)","(6975, 6710)",172.534
"(7773, 7083)","(7829, 7230)",157.305
"(2910, 2667)","(2867, 2589)",89.067
"(4905, 4601)","(5026, 4701)",156.975
"(5320, 5543)","(5576, 5429)",280.236
"(2629, 2543)","(2647, 2419)",125.3
"(7817, 6834)","(7773, 7083)",252.858
"(2605, 2063)","(2754, 2282)",264.881
"(5705, 4758)","(5520, 4872)",217.304
"(1473, 1184)","(1959, 972)",530.226
"(6264, 6458)","(6129, 6415)",141.683
"(1959, 972)","(2027, 979)",68.359
"(3494, 3852)","(3408, 3833)",88.074
"(3098, 3914)","(3408, 3833)",320.408
"(2423, 2498)","(2378, 2537)",59.548
"(7360, 7391)","(7829, 7230)",495.865
"(3994, 4009)","(4098, 3919)",137.535
"(6016, 5705)","(6067, 5996)",295.435
"(4098, 3919)","(3994, 4009)",137.535
"(4703, 4356)","(4905, 4601)",317.536
"(6869, 5970)","(6707, 6151)",242.909
"(5995, 6221)","(5960, 6197)",42.438
"(4983, 5276)","(5040, 5184)",108.227
"(4158, 4190)","(4343, 4335)",235.053
"(2685, 1470)","(2742, 1785)",320.116
"(7829, 7230)","(7773, 7083)",157.305
"(2754, 2282)","(2647, 2419)",173.833
"(5026, 4701)","(4905, 4601)",156.975
"(5458, 5134)","(5644, 5081)",193.404
