cluster_id,cluster_size,cluster_area
0,2,0.0056
1,3,0.0083
2,2,0.0056
3,2,0.0056
4,2,0.0056
5,3,0.0071
6,2,0.0056
7,6,0.0139
8,4,0.0092
9,7,0.0148
10,3,0.0069
11,2,0.0055
12,4,0.0086
13,2,0.0046
14,2,0.0055
15,2,0.0055
16,2,0.0055
17,2,0.0049
18,2,0.0051
19,2,0.0054
20,4,0.0082
21,2,0.0053
22,5,0.0109
23,2,0.0055
24,2,0.0052
25,2,0.0053
26,2,0.0036
27,1,0.0028
28,1,0.0028
29,2,0.0041
30,2,0.0054
31,2,0.0044
32,2,0.0053
33,2,0.005
34,2,0.0055
35,2,0.0046
36,1,0.0028
37,2,0.0047
38,2,0.0042
39,2,0.0053
40,1,0.0028
41,2,0.0036
42,4,0.0092
43,3,0.0047
44,2,0.0048
45,2,0.005
46,2,0.0034
47,5,0.0099
48,3,0.0079
49,2,0.005
50,2,0.0052
51,2,0.0051
52,2,0.0048
53,1,0.0028
54,1,0.0028
55,1,0.0028
56,1,0.0028
57,1,0.0028
58,1,0.0028
59,1,0.0028
60,1,0.0028
61,2,0.0051
62,2,0.0042
63,1,0.0028
64,2,0.0031
65,2,0.0044
66,1,0.0028
67,1,0.0028
68,2,0.0043
69,3,0.0055
70,2,0.0037
71,1,0.0028
72,2,0.0036
73,1,0.0028
74,1,0.0028
75,2,0.0047
76,2,0.0041
77,2,0.0034
78,1,0.0028
79,2,0.0037
80,1,0.0028
81,1,0.0028
82,1,0.0028
83,1,0.0028
84,1,0.0028
85,2,0.0045
86,1,0.0028
87,2,0.004
88,1,0.0028
89,1,0.0028
90,1,0.0028
91,2,0.0042
92,4,0.007
93,1,0.0028
94,1,0.0028
95,2,0.0045
96,2,0.0051
97,2,0.0054
98,2,0.0048
99,2,0.0048
100,1,0.0028
101,3,0.0061
102,3,0.0063
103,2,0.0046
104,2,0.0051
105,2,0.0043
106,1,0.0028
107,1,0.0028
108,1,0.0028
109,1,0.0028
110,1,0.0028
111,1,0.0028
112,1,0.0028
113,1,0.0028
114,1,0.0028
115,1,0.0028
116,1,0.0028
117,1,0.0028
118,1,0.0028
119,1,0.0028
120,1,0.0028
121,1,0.0028
122,1,0.0028
123,1,0.0028
124,1,0.0028
125,1,0.0028
126,1,0.0028
127,1,0.0028
128,1,0.0028
129,1,0.0028
130,1,0.0028
131,2,0.0036
132,1,0.0028
133,1,0.0028
134,1,0.0028
135,1,0.0028
136,1,0.0028
137,1,0.0028
138,1,0.0028
139,1,0.0028
140,1,0.0028
141,1,0.0028
142,1,0.0028
143,1,0.0028
144,1,0.0028
145,1,0.0028
146,1,0.0028
147,1,0.0028
148,1,0.0028
149,1,0.0028
150,1,0.0028
151,1,0.0028
152,1,0.0028
153,1,0.0028
154,1,0.0028
155,1,0.0028
156,1,0.0028
157,1,0.0028
158,1,0.0028
159,1,0.0028
160,1,0.0028
161,1,0.0028
162,1,0.0028
163,1,0.0028
164,1,0.0028
165,1,0.0028
166,1,0.0028
167,1,0.0028
168,1,0.0028
169,1,0.0028
170,1,0.0028
171,1,0.0028
172,1,0.0028
173,1,0.0028
174,1,0.0028
175,1,0.0028
176,2,0.0038
177,1,0.0028
178,1,0.0028
179,1,0.0028
180,1,0.0028
181,1,0.0028
182,1,0.0028
183,1,0.0028
184,2,0.0039
185,1,0.0028
186,1,0.0028
187,1,0.0028
188,1,0.0028
189,1,0.0028
190,1,0.0028
191,1,0.0028
192,1,0.0028
193,1,0.0028
194,1,0.0028
195,1,0.0028
196,1,0.0028
197,1,0.0028
198,1,0.0028
199,1,0.0028
200,2,0.0046
201,1,0.0028
202,1,0.0028
203,1,0.0028
204,1,0.0028
205,1,0.0028
206,1,0.0028
207,1,0.0028
208,2,0.0036
209,1,0.0028
210,1,0.0028
