og_centroid,closest_centroid,dist,cluster_id
"(2506.333, 4575.333)","(2627.667, 4577.667)",121.356,88
"(2627.667, 4577.667)","(2506.333, 4575.333)",121.356,210
"(3214.333, 5284.0)","(3060.333, 5281.667)",154.018,46
"(3060.333, 5281.667)","(3214.333, 5284.0)",154.018,72
"(3170.5, 4897.25)","(3074.667, 4770.0)",159.3,67
"(3074.667, 4770.0)","(3170.5, 4897.25)",159.3,81
"(2683.0, 5423.0)","(2850.0, 5520.333)",193.295,4
"(2850.0, 5520.333)","(2683.0, 5423.0)",193.295,8
"(3782.667, 5055.0)","(3865.0, 4876.0)",197.027,174
"(3865.0, 4876.0)","(3782.667, 5055.0)",197.027,12
"(2719.0, 5674.0)","(2850.0, 5520.333)",201.927,14
"(2648.667, 4919.667)","(2755.667, 4745.667)",204.267,47
"(2755.667, 4745.667)","(2648.667, 4919.667)",204.267,21
"(4760.0, 1875.5)","(4799.25, 2093.75)",221.751,3
"(4799.25, 2093.75)","(4760.0, 1875.5)",221.751,18
"(2779.6, 5208.0)","(2683.0, 5423.0)",235.704,16
"(2917.667, 4964.0)","(3074.667, 4770.0)",249.57,89
"(2304.0, 4735.0)","(2506.333, 4575.333)",257.744,6
"(973.75, 9134.0)","(768.333, 8950.0)",275.775,84
"(768.333, 8950.0)","(973.75, 9134.0)",275.775,77
"(1064.0, 9430.0)","(973.75, 9134.0)",309.453,54
"(3950.667, 5557.0)","(4027.0, 5857.333)",309.882,34
"(4027.0, 5857.333)","(3950.667, 5557.0)",309.882,7
"(3862.143, 3798.0)","(3553.0, 3747.333)",313.267,10
"(3553.0, 3747.333)","(3862.143, 3798.0)",313.267,86
"(1770.333, 6666.0)","(1979.0, 6391.667)",344.675,42
"(1979.0, 6391.667)","(1770.333, 6666.0)",344.675,17
"(3879.5, 3452.0)","(3862.143, 3798.0)",346.435,19
"(3478.667, 4696.0)","(3170.5, 4897.25)",368.06,43
"(914.333, 8567.0)","(1291.667, 8488.667)",385.378,26
"(1291.667, 8488.667)","(914.333, 8567.0)",385.378,24
"(3650.667, 2876.333)","(3702.0, 2480.0)",399.644,155
"(3702.0, 2480.0)","(3650.667, 2876.333)",399.644,20
"(5192.667, 1860.667)","(4760.0, 1875.5)",432.921,52
"(2949.75, 4287.0)","(2627.667, 4577.667)",433.849,0
"(820.333, 9816.0)","(1064.0, 9430.0)",456.475,60
"(1252.0, 8000.667)","(1291.667, 8488.667)",489.609,22
"(1942.0, 7301.333)","(1770.333, 6666.0)",658.117,9
"(4193.0, 1348.0)","(4760.0, 1875.5)",774.432,44
