radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,0.14814814814814814,0.09918886245355926,1.4935966043315787,81
160,0.20987654320987653,0.21516100039263597,0.9754395212277499,81
220,0.3333333333333333,0.3496835858519549,0.9532427223348602,81
280,0.4074074074074074,0.48046920309369856,0.8479365686377967,81
340,0.4691358024691358,0.5867676231146737,0.7995257133971948,81
400,0.5185185185185185,0.6658010342515447,0.7787889952760546,81
460,0.6296296296296297,0.7260877143396489,0.8671536746800014,81
520,0.7037037037037037,0.7753916142411144,0.9075461879897005,81
580,0.7283950617283951,0.8144626500633407,0.8943259235665967,81
640,0.7901234567901234,0.8488308069754811,0.9308373945633037,81
700,0.8888888888888888,0.8794216775997556,1.0107652694154328,81
100,0.1951219512195122,0.15301837959538991,1.2751536889584913,82
160,0.2926829268292683,0.3159451489539046,0.926372592832466,82
220,0.3902439024390244,0.48066238523220073,0.8118877499650893,82
280,0.4634146341463415,0.5985855731744374,0.7741827650284767,82
340,0.5609756097560976,0.6706768328853203,0.8364320672039962,82
400,0.5975609756097561,0.7248100105702264,0.8244380829393343,82
460,0.6219512195121951,0.7650581962053735,0.8129462864354929,82
520,0.6463414634146342,0.7988696880683943,0.8090699560493255,82
580,0.7073170731707317,0.8298150820321107,0.8523791486635828,82
640,0.7317073170731707,0.8560084572838316,0.854789822281574,82
700,0.7560975609756098,0.8793508969874683,0.8598360035406719,82
