og_centroid,closest_centroid,dist,cluster_id
"(328.0, 1720.667)","(392.0, 1848.0)",142.512,86.0
"(392.0, 1848.0)","(328.0, 1720.667)",142.512,6.0
"(3398.667, 1054.0)","(3357.333, 1193.333)",145.335,106.0
"(3357.333, 1193.333)","(3398.667, 1054.0)",145.335,50.0
"(518.333, 1959.667)","(392.0, 1848.0)",168.611,29.0
"(383.333, 2062.667)","(518.333, 1959.667)",169.806,102.0
"(244.0, 2197.667)","(383.333, 2062.667)",194.007,43.0
"(70.333, 2100.667)","(244.0, 2197.667)",198.92,118.0
"(1145.333, 625.667)","(975.667, 740.667)",204.967,12.0
"(975.667, 740.667)","(1145.333, 625.667)",204.967,8.0
"(70.0, 1232.667)","(110.333, 1435.333)",206.64,17.0
"(110.333, 1435.333)","(70.0, 1232.667)",206.64,28.0
"(2520.333, 3302.333)","(2597.0, 3500.0)",212.014,105.0
"(2597.0, 3500.0)","(2520.333, 3302.333)",212.014,10.0
"(2875.333, 3378.667)","(2986.667, 3165.0)",240.933,90.0
"(2986.667, 3165.0)","(2875.333, 3378.667)",240.933,89.0
"(1524.0, 1381.0)","(1466.5, 1076.25)",310.127,111.0
"(1466.5, 1076.25)","(1524.0, 1381.0)",310.127,51.0
"(603.0, 1566.667)","(328.0, 1720.667)",315.184,49.0
"(1891.667, 317.667)","(1604.0, 151.0)",332.461,0.0
"(1604.0, 151.0)","(1891.667, 317.667)",332.461,67.0
"(2180.333, 3469.0)","(2520.333, 3302.333)",378.653,23.0
"(2119.25, 1272.5)","(2023.333, 1647.0)",386.588,3.0
"(2023.333, 1647.0)","(2119.25, 1272.5)",386.588,18.0
"(3159.0, 1585.667)","(3357.333, 1193.333)",439.616,11.0
"(1047.333, 1554.0)","(603.0, 1566.667)",444.514,75.0
"(2195.75, 2987.75)","(2520.333, 3302.333)",452.014,33.0
"(235.333, 2662.0)","(244.0, 2197.667)",464.414,26.0
"(1604.0, 2666.667)","(1781.0, 2176.75)",520.91,48.0
"(1781.0, 2176.75)","(1604.0, 2666.667)",520.91,2.0
"(2543.667, 2545.667)","(2195.75, 2987.75)",562.569,16.0
"(441.0, 3191.0)","(235.333, 2662.0)",567.574,61.0
"(196.0, 674.0)","(70.0, 1232.667)",572.7,4.0
"(3522.333, 2599.667)","(3755.667, 2021.333)",623.63,24.0
"(3755.667, 2021.333)","(3522.333, 2599.667)",623.63,92.0
"(875.0, 2656.0)","(235.333, 2662.0)",639.695,54.0
"(1376.333, 3456.0)","(2180.333, 3469.0)",804.105,81.0
"(2752.333, 440.333)","(1891.667, 317.667)",869.364,94.0
