og_coord,closest_coord,dist
"(0.537, 2.647)","(0.539, 2.647)",0.002
"(0.539, 2.647)","(0.537, 2.647)",0.002
"(2.516, 2.478)","(2.524, 2.475)",0.009
"(2.524, 2.475)","(2.516, 2.478)",0.009
"(0.567, 2.479)","(0.559, 2.485)",0.01
"(0.559, 2.485)","(0.567, 2.479)",0.01
"(1.468, 1.926)","(1.469, 1.912)",0.014
"(1.469, 1.912)","(1.468, 1.926)",0.014
"(1.612, 1.753)","(1.602, 1.742)",0.014
"(1.602, 1.742)","(1.612, 1.753)",0.014
"(1.472, 1.987)","(1.461, 1.996)",0.014
"(1.461, 1.996)","(1.472, 1.987)",0.014
"(1.614, 2.0)","(1.609, 2.013)",0.015
"(1.609, 2.013)","(1.614, 2.0)",0.015
"(1.414, 1.382)","(1.416, 1.397)",0.015
"(1.416, 1.397)","(1.414, 1.382)",0.015
"(2.222, 1.33)","(2.226, 1.309)",0.021
"(2.226, 1.309)","(2.222, 1.33)",0.021
"(0.957, 2.306)","(0.958, 2.327)",0.021
"(0.958, 2.327)","(0.957, 2.306)",0.021
"(2.029, 1.902)","(2.043, 1.919)",0.022
"(2.043, 1.919)","(2.029, 1.902)",0.022
"(0.877, 2.38)","(0.894, 2.367)",0.022
"(0.894, 2.367)","(0.877, 2.38)",0.022
"(1.61, 1.233)","(1.631, 1.237)",0.022
"(1.631, 1.237)","(1.61, 1.233)",0.022
"(1.159, 2.24)","(1.139, 2.254)",0.024
"(1.139, 2.254)","(1.159, 2.24)",0.024
"(2.199, 1.917)","(2.179, 1.902)",0.025
"(2.179, 1.902)","(2.199, 1.917)",0.025
"(1.757, 1.325)","(1.769, 1.303)",0.026
"(1.769, 1.303)","(1.757, 1.325)",0.026
"(2.519, 3.278)","(2.506, 3.254)",0.027
"(2.506, 3.254)","(2.519, 3.278)",0.027
"(0.559, 2.416)","(0.585, 2.423)",0.027
"(0.585, 2.423)","(0.559, 2.416)",0.027
"(3.288, 3.8)","(3.28, 3.826)",0.027
"(3.28, 3.826)","(3.288, 3.8)",0.027
"(1.805, 1.868)","(1.786, 1.888)",0.027
"(1.786, 1.888)","(1.805, 1.868)",0.027
"(2.673, 3.703)","(2.695, 3.721)",0.029
"(2.695, 3.721)","(2.673, 3.703)",0.029
