og_centroid,closest_centroid,dist,cluster_id
"(2636.0, 4816.333)","(2577.5, 4852.5)",68.777,43
"(2577.5, 4852.5)","(2636.0, 4816.333)",68.777,62
"(2406.5, 5049.0)","(2339.0, 5067.5)",69.989,42
"(2339.0, 5067.5)","(2406.5, 5049.0)",69.989,49
"(966.0, 9457.0)","(962.0, 9529.0)",72.111,81
"(962.0, 9529.0)","(966.0, 9457.0)",72.111,28
"(3289.0, 2769.0)","(3366.0, 2790.0)",79.812,66
"(3366.0, 2790.0)","(3289.0, 2769.0)",79.812,36
"(3036.0, 4654.5)","(2979.5, 4597.5)",80.257,30
"(2979.5, 4597.5)","(3036.0, 4654.5)",80.257,157
"(975.667, 9616.333)","(962.0, 9529.0)",88.396,134
"(3435.333, 5287.0)","(3408.0, 5385.5)",102.222,76
"(3408.0, 5385.5)","(3435.333, 5287.0)",102.222,14
"(2588.5, 5553.5)","(2550.0, 5457.333)",103.587,155
"(2550.0, 5457.333)","(2588.5, 5553.5)",103.587,2
"(2451.5, 5424.0)","(2550.0, 5457.333)",103.987,65
"(3115.5, 3951.5)","(3161.6, 4044.8)",104.068,46
"(3161.6, 4044.8)","(3115.5, 3951.5)",104.068,5
"(2854.667, 4928.333)","(2946.667, 4978.333)",104.709,19
"(2946.667, 4978.333)","(2854.667, 4928.333)",104.709,45
"(3998.0, 3058.5)","(3891.0, 3049.0)",107.421,52
"(3891.0, 3049.0)","(3998.0, 3058.5)",107.421,178
"(4012.5, 3423.0)","(3910.5, 3468.5)",111.688,88
"(3910.5, 3468.5)","(4012.5, 3423.0)",111.688,177
"(717.0, 8851.0)","(721.8, 8966.4)",115.5,51
"(721.8, 8966.4)","(717.0, 8851.0)",115.5,9
"(3865.4, 2622.8)","(3919.0, 2727.0)",117.178,170
"(3919.0, 2727.0)","(3865.4, 2622.8)",117.178,84
"(2478.333, 4790.0)","(2577.5, 4852.5)",117.219,21
"(1154.667, 8088.333)","(1091.5, 8188.5)",118.42,34
"(1091.5, 8188.5)","(1154.667, 8088.333)",118.42,110
"(2526.0, 5324.0)","(2451.5, 5424.0)",124.701,41
"(1090.5, 8826.0)","(1215.0, 8837.0)",124.985,10
"(1215.0, 8837.0)","(1090.5, 8826.0)",124.985,216
"(2857.667, 5402.0)","(2984.5, 5407.75)",126.964,75
"(2984.5, 5407.75)","(2857.667, 5402.0)",126.964,6
"(3588.5, 3609.5)","(3495.333, 3703.667)",132.467,72
"(3495.333, 3703.667)","(3588.5, 3609.5)",132.467,58
"(2441.5, 4918.0)","(2478.333, 4790.0)",133.194,79
"(1559.0, 8515.0)","(1424.5, 8528.0)",135.127,61
"(1424.5, 8528.0)","(1559.0, 8515.0)",135.127,152
"(3736.5, 5224.5)","(3804.0, 5101.0)",140.743,67
"(3804.0, 5101.0)","(3736.5, 5224.5)",140.743,154
"(1976.0, 6584.5)","(1853.2, 6655.4)",141.798,56
"(1853.2, 6655.4)","(1976.0, 6584.5)",141.798,44
"(2695.0, 4540.0)","(2832.0, 4498.667)",143.099,71
"(2832.0, 4498.667)","(2695.0, 4540.0)",143.099,188
"(2839.5, 5074.5)","(2946.667, 4978.333)",143.989,38
"(5039.5, 2016.5)","(5042.5, 2160.5)",144.031,29
"(5042.5, 2160.5)","(5039.5, 2016.5)",144.031,60
"(3452.0, 2673.5)","(3366.0, 2790.0)",144.804,50
"(4843.667, 2127.333)","(4700.0, 2152.0)",145.769,107
"(4700.0, 2152.0)","(4843.667, 2127.333)",145.769,125
"(1852.75, 6504.0)","(1976.0, 6584.5)",147.21,89
"(2393.5, 5563.0)","(2451.5, 5424.0)",150.615,37
"(2095.0, 7413.5)","(1943.0, 7415.5)",152.013,86
"(1943.0, 7415.5)","(2095.0, 7413.5)",152.013,162
"(3551.75, 3139.5)","(3477.333, 3273.333)",153.131,1
"(3477.333, 3273.333)","(3551.75, 3139.5)",153.131,40
"(3662.0, 4629.667)","(3627.5, 4480.0)",153.592,16
"(3627.5, 4480.0)","(3662.0, 4629.667)",153.592,73
"(3915.0, 2882.333)","(3919.0, 2727.0)",155.385,108
"(1174.0, 8681.333)","(1327.5, 8656.0)",155.576,11
"(1327.5, 8656.0)","(1174.0, 8681.333)",155.576,26
"(2748.0, 4689.5)","(2695.0, 4540.0)",158.617,12
"(4290.5, 2321.5)","(4157.5, 2233.0)",159.754,179
"(4157.5, 2233.0)","(4290.5, 2321.5)",159.754,70
"(3277.667, 5255.333)","(3435.333, 5287.0)",160.815,87
"(3781.0, 4738.0)","(3662.0, 4629.667)",160.926,185
"(3878.0, 3209.5)","(3891.0, 3049.0)",161.026,93
"(879.667, 9752.333)","(975.667, 9616.333)",166.469,18
"(3306.0, 3268.0)","(3477.333, 3273.333)",171.416,32
"(2306.5, 4769.0)","(2478.333, 4790.0)",173.112,27
"(4071.0, 6233.5)","(4058.667, 6060.667)",173.273,24
"(4058.667, 6060.667)","(4071.0, 6233.5)",173.273,15
"(3347.0, 3436.5)","(3306.0, 3268.0)",173.416,39
"(3914.333, 3649.833)","(3910.5, 3468.5)",181.374,33
"(3626.5, 3427.0)","(3588.5, 3609.5)",186.414,78
"(1972.333, 7153.0)","(1907.0, 6978.0)",186.798,7
"(1907.0, 6978.0)","(1972.333, 7153.0)",186.798,25
"(4624.5, 1730.0)","(4492.0, 1871.0)",193.487,270
"(4492.0, 1871.0)","(4624.5, 1730.0)",193.487,151
"(2151.5, 4992.0)","(2339.0, 5067.5)",202.13,35
"(4800.5, 2329.5)","(4700.0, 2152.0)",203.977,13
"(3739.667, 4300.0)","(3627.5, 4480.0)",212.088,23
"(3362.0, 4116.5)","(3161.6, 4044.8)",212.84,22
"(4493.667, 2097.667)","(4700.0, 2152.0)",213.367,31
"(3729.8, 3847.4)","(3759.5, 4063.0)",217.636,17
"(3759.5, 4063.0)","(3729.8, 3847.4)",217.636,53
"(1200.2, 9630.4)","(975.667, 9616.333)",224.974,3
"(4509.5, 2390.5)","(4290.5, 2321.5)",229.613,0
"(5034.0, 1786.5)","(5039.5, 2016.5)",230.066,68
"(3437.333, 4692.333)","(3662.0, 4629.667)",233.243,4
"(3083.5, 3351.5)","(3306.0, 3268.0)",237.652,360
"(3223.833, 4833.167)","(3437.333, 4692.333)",255.766,8
"(3239.5, 2367.0)","(3482.5, 2246.0)",271.459,92
"(3482.5, 2246.0)","(3239.5, 2367.0)",271.459,77
"(2920.5, 4241.0)","(2832.0, 4498.667)",272.441,90
"(1874.5, 4842.0)","(2151.5, 4992.0)",315.006,69
"(1578.0, 5072.5)","(1874.5, 4842.0)",375.556,80
"(2025.0, 5718.5)","(2393.5, 5563.0)",399.966,304
"(3831.0, 5642.5)","(3736.5, 5224.5)",428.549,153
"(5157.5, 2593.5)","(4800.5, 2329.5)",444.01,20
"(1995.0, 9150.0)","(1559.0, 8515.0)",770.273,54
