og_coord,closest_coord,dist
"(6.595, 6.635)","(6.579, 6.647)",0.02
"(6.579, 6.647)","(6.595, 6.635)",0.02
"(4.029, 3.833)","(4.0, 3.856)",0.036
"(4.0, 3.856)","(4.029, 3.833)",0.036
"(3.731, 3.54)","(3.773, 3.503)",0.055
"(3.773, 3.503)","(3.731, 3.54)",0.055
"(6.926, 6.376)","(6.984, 6.357)",0.061
"(6.984, 6.357)","(6.926, 6.376)",0.061
"(2.205, 1.806)","(2.266, 1.838)",0.069
"(2.266, 1.838)","(2.205, 1.806)",0.069
"(6.159, 5.77)","(6.07, 5.735)",0.096
"(6.07, 5.735)","(6.159, 5.77)",0.096
"(6.18, 5.867)","(6.159, 5.77)",0.099
"(2.133, 1.88)","(2.205, 1.806)",0.103
"(1.496, 1.014)","(1.407, 1.066)",0.104
"(1.407, 1.066)","(1.496, 1.014)",0.104
"(1.585, 0.96)","(1.496, 1.014)",0.104
"(3.704, 4.722)","(3.682, 4.616)",0.109
"(3.682, 4.616)","(3.704, 4.722)",0.109
"(5.443, 5.61)","(5.53, 5.529)",0.119
"(5.53, 5.529)","(5.443, 5.61)",0.119
"(3.273, 2.681)","(3.182, 2.757)",0.119
"(3.182, 2.757)","(3.273, 2.681)",0.119
"(7.103, 6.305)","(6.984, 6.357)",0.13
"(5.596, 5.414)","(5.53, 5.529)",0.133
"(1.717, 0.921)","(1.585, 0.96)",0.138
"(2.05, 1.02)","(2.01, 1.156)",0.142
"(2.01, 1.156)","(2.05, 1.02)",0.142
"(3.511, 3.847)","(3.524, 3.988)",0.142
"(3.524, 3.988)","(3.511, 3.847)",0.142
"(2.722, 3.067)","(2.753, 3.207)",0.143
"(2.753, 3.207)","(2.722, 3.067)",0.143
"(6.613, 5.999)","(6.712, 6.103)",0.144
"(6.712, 6.103)","(6.613, 5.999)",0.144
"(5.842, 5.665)","(5.701, 5.602)",0.155
"(5.701, 5.602)","(5.842, 5.665)",0.155
"(3.851, 4.144)","(3.697, 4.165)",0.156
"(3.697, 4.165)","(3.851, 4.144)",0.156
"(1.961, 1.309)","(2.01, 1.156)",0.161
"(4.064, 4.008)","(4.0, 3.856)",0.166
"(3.613, 3.422)","(3.731, 3.54)",0.166
"(3.453, 3.104)","(3.302, 3.017)",0.175
"(3.302, 3.017)","(3.453, 3.104)",0.175
"(6.537, 6.469)","(6.595, 6.635)",0.176
"(3.606, 3.198)","(3.453, 3.104)",0.179
"(3.886, 4.693)","(3.704, 4.722)",0.184
"(2.195, 1.177)","(2.01, 1.156)",0.186
"(5.135, 4.834)","(5.004, 4.702)",0.186
"(5.004, 4.702)","(5.135, 4.834)",0.186
"(5.815, 6.172)","(5.935, 6.023)",0.191
"(5.935, 6.023)","(5.815, 6.172)",0.191
"(6.654, 6.315)","(6.537, 6.469)",0.193
"(6.87, 5.987)","(6.712, 6.103)",0.196
"(4.052, 4.586)","(3.886, 4.693)",0.198
"(2.606, 2.339)","(2.482, 2.501)",0.204
"(2.482, 2.501)","(2.606, 2.339)",0.204
"(1.846, 1.847)","(1.81, 1.638)",0.212
"(1.81, 1.638)","(1.846, 1.847)",0.212
"(1.436, 0.806)","(1.585, 0.96)",0.214
"(2.969, 3.197)","(2.753, 3.207)",0.217
"(5.365, 5.816)","(5.443, 5.61)",0.22
"(5.599, 6.119)","(5.815, 6.172)",0.222
"(4.769, 4.731)","(4.785, 4.956)",0.225
"(4.785, 4.956)","(4.769, 4.731)",0.225
"(2.84, 2.369)","(2.606, 2.339)",0.235
"(3.014, 2.588)","(3.182, 2.757)",0.239
"(4.294, 4.625)","(4.052, 4.586)",0.246
"(4.212, 4.856)","(4.294, 4.625)",0.246
"(2.589, 1.959)","(2.6, 1.713)",0.246
"(2.6, 1.713)","(2.589, 1.959)",0.246
"(2.692, 2.702)","(2.482, 2.501)",0.291
"(4.904, 5.225)","(4.785, 4.956)",0.294
"(1.159, 0.694)","(1.436, 0.806)",0.299
"(5.744, 5.148)","(5.596, 5.414)",0.305
"(2.328, 2.153)","(2.266, 1.838)",0.321
"(5.137, 5.451)","(4.904, 5.225)",0.325
"(4.507, 5.153)","(4.785, 4.956)",0.341
"(3.049, 2.085)","(2.84, 2.369)",0.353
"(6.155, 5.361)","(6.07, 5.735)",0.383
"(4.46, 4.257)","(4.294, 4.625)",0.403
"(3.052, 3.672)","(2.969, 3.197)",0.482
