cluster_id,cluster_size,cluster_area
0,2,9.406
1,2,9.412
2,3,16.608
3,2,9.374
4,3,0.0
5,2,9.407
6,3,13.839
7,2,9.33
8,2,0.0
9,2,9.3
10,2,9.223
11,2,9.386
12,2,9.404
13,2,9.185
14,3,0.0
15,3,0.0
16,3,0.0
17,2,9.253
18,2,0.0
19,3,14.167
20,3,12.702
21,3,15.442
22,2,9.176
23,2,8.927
24,2,9.371
25,2,9.398
26,3,0.0
27,3,0.0
28,3,14.893
29,2,9.063
30,5,0.0
31,2,9.297
32,3,0.0
33,2,8.928
34,2,9.215
35,2,8.861
36,2,9.169
37,3,15.633
38,2,8.614
39,2,0.0
40,3,15.206
41,2,0.0
42,2,7.471
43,3,0.0
44,2,8.876
45,2,8.615
46,2,0.0
47,3,14.03
48,2,8.87
49,2,0.0
50,2,0.0
51,2,0.0
52,2,9.329
53,2,9.154
54,3,0.0
55,2,8.889
56,2,8.982
57,4,0.0
58,2,8.988
59,1,3.133
60,3,16.7
61,2,8.306
62,2,8.694
63,2,9.257
64,2,8.892
65,2,1.307
66,2,0.0
67,2,8.836
68,1,3.133
69,2,0.0
70,2,8.731
71,2,8.451
72,2,7.995
73,2,8.322
74,2,8.797
75,1,3.133
76,2,8.904
77,2,0.0
78,2,8.014
79,1,3.133
80,2,0.0
81,2,8.923
82,2,8.584
83,2,0.0
84,2,0.0
85,1,3.133
86,1,3.133
87,2,0.0
88,3,0.0
89,4,0.0
90,2,0.0
91,1,3.133
92,2,7.721
93,2,7.963
94,2,7.956
95,2,8.396
96,2,4.832
97,2,8.047
98,2,8.014
99,1,3.133
100,3,13.201
101,1,0.0
102,2,9.169
103,2,8.758
104,2,8.847
105,2,0.0
106,3,13.419
107,1,3.133
108,2,9.13
109,2,7.219
110,1,0.0
111,2,8.678
112,2,7.948
113,2,0.0
114,3,0.0
115,1,3.133
116,1,3.133
117,1,3.133
118,1,3.133
119,1,0.0
120,1,3.133
121,1,3.133
122,2,8.755
123,2,8.206
124,1,0.0
125,2,8.61
126,2,7.594
127,2,8.884
128,2,0.0
129,1,3.133
