cluster_id,cluster_size,cluster_area
0,3,16.075
1,5,32.763
2,6,39.055
3,3,16.151
4,5,32.889
5,2,9.32
6,4,23.603
7,5,29.14
8,5,33.245
9,4,23.443
10,5,27.212
11,6,40.252
12,2,9.123
13,3,15.54
14,5,33.961
15,4,25.364
16,5,30.007
17,3,15.261
18,3,17.08
19,5,29.548
20,2,9.088
21,2,9.233
22,4,24.87
23,5,29.358
24,3,14.915
25,3,16.239
26,3,15.706
27,4,23.338
28,4,21.1
29,4,20.128
30,3,15.159
31,5,29.585
32,3,14.192
33,2,9.005
34,3,13.466
35,4,20.274
36,2,9.003
37,2,8.798
38,3,14.263
39,4,22.04
40,4,23.278
41,2,8.946
42,2,8.913
43,3,16.118
44,3,15.087
45,3,16.962
46,4,20.418
47,4,22.643
48,2,8.178
49,3,14.515
50,4,20.602
51,3,16.376
52,4,21.783
53,3,15.056
54,3,15.12
55,5,29.74
56,2,8.64
57,2,8.388
58,3,14.843
59,5,26.593
60,3,13.682
61,3,14.561
62,4,23.049
63,2,9.073
64,4,21.207
65,2,8.06
66,2,8.061
67,3,14.628
68,3,14.182
69,2,7.836
70,1,3.133
71,2,8.677
72,2,8.38
73,1,3.133
74,2,8.381
75,3,14.362
76,3,14.12
77,3,13.299
78,3,14.143
79,3,13.65
80,2,8.466
81,3,14.927
82,3,15.17
83,3,13.947
84,3,14.799
85,2,8.644
86,3,16.441
87,3,14.474
88,1,3.133
89,3,13.722
90,3,12.194
91,2,7.448
92,2,8.322
93,5,27.472
94,2,7.441
95,2,8.114
96,2,8.448
97,2,8.006
98,1,3.133
99,2,8.416
100,2,8.396
101,4,20.523
102,2,8.178
103,2,8.943
104,3,13.414
105,3,13.768
106,2,8.289
107,2,7.198
108,2,7.629
109,4,18.991
110,2,8.131
111,2,6.926
112,5,28.319
113,2,7.939
114,4,18.498
115,1,3.133
116,2,7.875
117,2,7.166
118,2,7.869
119,3,13.556
120,2,7.269
121,2,8.02
122,2,7.678
123,2,7.976
124,1,3.133
125,1,3.133
126,2,7.434
127,3,15.228
128,2,8.747
129,1,3.133
130,2,8.199
131,2,7.264
132,2,6.87
133,2,7.821
134,2,7.558
135,3,13.774
136,2,7.861
137,1,3.133
138,1,3.133
139,1,3.133
140,1,3.133
141,1,3.133
142,1,3.133
143,4,21.099
144,1,3.133
145,1,3.133
146,2,7.836
147,1,3.133
148,1,3.133
149,3,13.897
150,2,7.782
151,1,3.133
152,1,3.133
153,1,3.133
154,2,7.829
155,1,3.133
156,1,3.133
157,1,3.133
158,3,12.83
159,1,3.133
160,4,19.677
161,2,8.42
162,1,3.133
163,2,7.431
164,3,13.043
165,3,12.534
166,3,13.723
167,1,3.133
168,1,3.133
169,1,3.133
170,1,3.133
171,1,3.133
172,1,3.133
173,1,3.133
174,2,8.807
175,1,3.133
176,2,7.347
177,1,3.133
178,1,3.133
179,2,7.887
180,1,3.133
181,2,7.629
182,2,7.687
183,1,3.133
184,1,3.133
185,2,7.378
186,2,7.252
187,2,7.09
188,2,8.111
189,1,3.133
190,1,3.133
191,1,3.133
192,1,3.133
193,1,3.133
194,1,3.133
195,2,7.488
196,3,12.289
197,1,3.133
198,1,3.133
199,1,3.133
200,1,3.133
201,3,13.109
202,2,7.687
203,1,3.133
204,1,3.133
205,2,7.705
206,2,7.718
207,2,7.533
208,2,8.553
209,2,7.008
210,1,3.133
211,2,8.05
212,2,7.218
213,1,3.133
214,1,3.133
215,1,3.133
216,1,3.133
217,1,3.133
218,1,3.133
219,1,3.133
220,2,7.493
221,1,3.133
222,1,3.133
223,1,3.133
224,1,3.133
225,2,7.749
226,1,3.133
227,2,7.441
228,1,3.133
229,4,20.366
230,1,3.133
231,1,3.133
232,1,3.133
233,1,3.133
234,2,7.749
235,1,3.133
236,1,3.133
