og_coord,closest_coord,dist
"(4645.0, 4981.0)","(4641.0, 4966.0)",15.524
"(4641.0, 4966.0)","(4645.0, 4981.0)",15.524
"(1795.0, 1351.0)","(1777.0, 1377.0)",31.623
"(1777.0, 1377.0)","(1795.0, 1351.0)",31.623
"(3649.0, 3537.0)","(3617.0, 3551.0)",34.928
"(3617.0, 3551.0)","(3649.0, 3537.0)",34.928
"(7694.0, 7366.0)","(7688.0, 7318.0)",48.374
"(7688.0, 7318.0)","(7694.0, 7366.0)",48.374
"(6326.0, 6100.0)","(6269.0, 6120.0)",60.407
"(6269.0, 6120.0)","(6326.0, 6100.0)",60.407
"(3038.0, 2765.0)","(3017.0, 2705.0)",63.569
"(3017.0, 2705.0)","(3038.0, 2765.0)",63.569
"(2794.0, 2192.0)","(2727.0, 2152.0)",78.032
"(2727.0, 2152.0)","(2794.0, 2192.0)",78.032
"(3795.0, 3219.0)","(3875.0, 3201.0)",82.0
"(3875.0, 3201.0)","(3795.0, 3219.0)",82.0
"(3559.0, 3479.0)","(3617.0, 3551.0)",92.455
"(4354.0, 4812.0)","(4446.0, 4786.0)",95.603
"(4446.0, 4786.0)","(4354.0, 4812.0)",95.603
"(6274.0, 6017.0)","(6326.0, 6100.0)",97.944
"(6506.0, 5829.0)","(6608.0, 5818.0)",102.591
"(6608.0, 5818.0)","(6506.0, 5829.0)",102.591
"(4202.0, 4703.0)","(4195.0, 4599.0)",104.235
"(4195.0, 4599.0)","(4202.0, 4703.0)",104.235
"(4729.0, 5058.0)","(4645.0, 4981.0)",113.952
"(7056.0, 6735.0)","(7020.0, 6615.0)",125.284
"(7020.0, 6615.0)","(7056.0, 6735.0)",125.284
"(1995.0, 1324.0)","(1938.0, 1440.0)",129.248
"(1938.0, 1440.0)","(1995.0, 1324.0)",129.248
"(2348.0, 2301.0)","(2255.0, 2392.0)",130.115
"(2255.0, 2392.0)","(2348.0, 2301.0)",130.115
"(6460.0, 5686.0)","(6506.0, 5829.0)",150.217
"(2917.0, 2282.0)","(2794.0, 2192.0)",152.411
"(7373.0, 7417.0)","(7345.0, 7260.0)",159.477
"(7345.0, 7260.0)","(7373.0, 7417.0)",159.477
"(2158.0, 1278.0)","(1995.0, 1324.0)",169.366
"(7596.0, 7172.0)","(7688.0, 7318.0)",172.569
"(2483.0, 1522.0)","(2517.0, 1696.0)",177.291
"(2517.0, 1696.0)","(2483.0, 1522.0)",177.291
"(2706.0, 1971.0)","(2727.0, 2152.0)",182.214
"(3890.0, 3841.0)","(3732.0, 3932.0)",182.332
"(3732.0, 3932.0)","(3890.0, 3841.0)",182.332
"(6660.0, 6184.0)","(6641.0, 6367.0)",183.984
"(6641.0, 6367.0)","(6660.0, 6184.0)",183.984
"(3419.0, 3950.0)","(3464.0, 4129.0)",184.57
"(3464.0, 4129.0)","(3419.0, 3950.0)",184.57
"(2697.0, 2778.0)","(2747.0, 2599.0)",185.852
"(2747.0, 2599.0)","(2697.0, 2778.0)",185.852
"(6474.0, 6247.0)","(6660.0, 6184.0)",196.38
"(4539.0, 5153.0)","(4645.0, 4981.0)",202.04
"(5407.0, 5468.0)","(5439.0, 5669.0)",203.531
"(5439.0, 5669.0)","(5407.0, 5468.0)",203.531
"(6851.0, 6731.0)","(7020.0, 6615.0)",204.98
"(4333.0, 5116.0)","(4539.0, 5153.0)",209.296
"(4015.0, 3362.0)","(3875.0, 3201.0)",213.357
"(4064.0, 5101.0)","(4174.0, 5285.0)",214.374
"(4174.0, 5285.0)","(4064.0, 5101.0)",214.374
"(3502.0, 3745.0)","(3419.0, 3950.0)",221.165
"(5864.0, 6273.0)","(6075.0, 6352.0)",225.304
"(6075.0, 6352.0)","(5864.0, 6273.0)",225.304
"(2637.0, 2374.0)","(2727.0, 2152.0)",239.55
"(2473.0, 2029.0)","(2706.0, 1971.0)",240.11
"(2475.0, 1275.0)","(2483.0, 1522.0)",247.13
"(4040.0, 4270.0)","(3865.0, 4471.0)",266.507
"(3865.0, 4471.0)","(4040.0, 4270.0)",266.507
"(3774.0, 4218.0)","(3865.0, 4471.0)",268.868
"(5154.0, 5654.0)","(5439.0, 5669.0)",285.394
"(3125.0, 3989.0)","(3419.0, 3950.0)",296.575
"(5713.0, 5437.0)","(5969.0, 5590.0)",298.236
"(5969.0, 5590.0)","(5713.0, 5437.0)",298.236
"(7171.0, 7016.0)","(7345.0, 7260.0)",299.687
"(5429.0, 5162.0)","(5407.0, 5468.0)",306.79
"(1731.0, 1033.0)","(1795.0, 1351.0)",324.376
"(4673.0, 4551.0)","(4446.0, 4786.0)",326.732
"(3233.0, 3538.0)","(3559.0, 3479.0)",331.296
"(4992.0, 4855.0)","(4729.0, 5058.0)",332.232
"(2137.0, 1905.0)","(2473.0, 2029.0)",358.151
"(2987.0, 3135.0)","(3038.0, 2765.0)",373.498
"(4388.0, 4086.0)","(4040.0, 4270.0)",393.65
"(7509.0, 6783.0)","(7596.0, 7172.0)",398.61
"(6362.0, 6841.0)","(6851.0, 6731.0)",501.22
